# Two-Pass Transcription: best_part.mp3
# Duration: 271.44s

Time     Chord        Bass         Chords                       Melody
139.30   A#aug        C3           F#3 D3 A#3 D4                F#4 G4 A4 F#4 G4 A4
139.40   Daug7        C3 E2        D3 F#3 D4 A#3                F#4 G4 A4 F#4 G4 A4
139.50   Daug7        C3 E2        D3 D4 A#3 F#3                F#4 G4 A4
139.60   Daug7        C3 E2        D3 D4 F#3 A#3                F#4 G4 D5
139.70   C9?          E2           C3 D3 D4 A#3                 F#4 G4 D5
139.80   C9?          E2           D3 C3 D4 A#3                 F#4 G4 D5
139.90   Emin7b5      E2           D3 A#4 C3 G3 G4              -
140.00   Dsus4        -            D3 A#4 A4 G4                 -
140.10   Fsus4        F2           D3 A#3 A#4 F#4 C3 C4         E4 G4 A4
140.20   Fsus4        F2 C3        A#3 C4                       E4 G4 A4 E4 F#4 A#4
140.30   C7           C3           A#3 E3 C4                    E4 G4 A4 E4 F#4 A#4
140.40   A#sus2?      C3           A#3 C4                       E4 F#4 A#4 E4 F#4 A#4
140.50   A#sus2?      B2           A#3 C4                       E4 F#4 A#4
140.60   A#sus2?      B2           A#3 C4                       E4 F#4 A#4
140.70   BminMaj7     B2           D4 A#3                       E4
140.80   Dsus2?       D3           E3 D4 C4                     E4
140.90   Dm?          F2 D3        D4                           E4
141.00   A#           F2           A#3 D4                       E4 A4
141.10   Fsus4        F2 C3        A#3                          E4 A4 E4 A4 A#4 G4 A4 A#4
141.20   D5           C3           A#3 A3 D3                    E4 A4 E4 A4 A#4 G4 A4 A#4
141.30   D5           C3 A1        A3 D3 A#3                    E4 A4 A#4 G4 A4 A#4
141.40   D5           C3 A1        A3 D3                        -
141.50   -            -            A3                           -
141.60   Gsus2?       G3           A3                           G4 A#4
141.70   C5           G3           C3 A3                        G4 A#4
141.80   C5           G3           A3 C3                        G4 A#4
141.90   Dsus4        -            A3 G3 D3                     E4 G4 A4 E4 A4 A#4
142.00   C            C2           A3 E3 G3                     E4 G4 A4 E4 A4 A#4
142.10   C7           C2           A3 A#3 E3 C3 G3              E4 G4 A4 E4 A4 A#4
142.20   C            C2           A3 E3 E4 C3 G3 G4            -
142.30   C7           C2           A3 E3 G3 E4 C3 A#4           -
142.40   C7           C2 G2        G3 C3 A3 E4 A#4              -
142.50   C            C2 G2        G3 C3 A3 E4                  -
142.60   C            C2 G2        G3 D3 C3 A3 E4               -
142.70   D            D2 F#3       D3 G3 A3                     F#4 G4 A4
142.80   D            D2 F#3       D3 A3                        F#4 G4 A4
142.90   D            D2 F#3       D3 A3                        F#4 G4 A4
143.00   D            D2 F#3       D3 A3                        -
143.10   D            D2 F#3       D3 A3                        -
143.20   D            D2 F#3       D3 A3                        -
143.30   D            D2 F#3       D3 A3                        -
143.40   D            D2 F#3       D3 A3                        -
143.50   D            D2 F#3       D3 A3                        -
143.60   D            D2 F#3       D3 A3                        -
143.70   D            D2 F#3       D3 A3                        -
143.80   D            D2 F#3       D3 A3 D#3                    -
143.90   D            D2 F#3       D3 A3 D#3                    -
144.00   D            F#3 D2       D3 A3 D#3                    -
144.10   D            F#3          A3 D3                        A4 D5
144.20   D5           -            A3 D3                        A4 D5
144.30   Dsus2        E2           A3 D3                        A4 D5 A#4 D5
144.40   Am           C2 E2        D3 A3 A4 B4 A#3              A#4 D5
144.50   Am           C2 E2        A4 B4 A#3                    A#4 D5
144.60   F            F2 C2        A3 D3 A#3 A4 C#3             B4 D5 F#5
144.70   Faug         F2           A4 E3 A3 C#3 D3              B4 D5 F#5
144.80   A            -            E3 A3 D3 A4 C#3              B4 D5 F#5
144.90   D            F#2          D3 A4 E3 B4 A3               -
145.00   D            F#2          D3 A4                        D5
145.10   Dm           D3 F2        A4                           D5
145.20   Dm           D3 F2        A4                           D5
145.30   Dm           F2           D3 A4 A3                     -
145.40   F            F2           A3 A4                        -
145.50   A7?          -            A3 A4 C#3 G3                 -
145.60   C#dim        -            C#3 A3 E3 G3                 -
145.70   A            -            D3 A3 C#3 E3                 -
145.80   Esus4        B2 E2        D3 D4 B3 A3 C#3              F#4 A4 D5
145.90   D5           B2           D3 D4 B3 A3                  F#4 A4 D5
146.00   Em           B2 E2        C#3 G4 A#3 A3 B3             F#4 A4 D5
146.10   A#m          A#2          C#3 C#4 A#3 A#4              F4 G4 G#4 F4 G4 G#4
146.20   A#m          A#2          C#3 C#4 A#3 A#4              F4 G4 G#4 F4 G4 G#4
146.30   A#m          A#2 F2       C#3 C#4 A#3 G3 A#4           F4 G4 G#4 F4 G4 G#4
146.40   Fsus4        A#2 F2       C#4 C4 B3                    F4 G4 G#4
146.50   Amadd9       A2           C3 C4 B3 A3                  F4 G4 G#4 E4 G4 C5
146.60   Am           A2           C3 E3 C4 B3 A3               F4 G4 G#4 E4 G4 C5
146.70   Am           A2           C3 E3 C4 B3 A3               E4 G4 C5
146.80   Am           A2           E3 C3 E4 C4 B3 A3            -
146.90   Am           A2           E3 E4 C3 C4 B3               -
147.00   Am           A2           E3 E4 C4 B3                  -
147.10   Asus4        A1 A2        D3 E3                        E4 A4
147.20   Dm           F2 A2        D3 A3 E3                     E4 A4 A4 B4
147.30   A            A2           D3 E3 C#3                    E4 A4 A4 B4
147.40   C#dim        -            E3 C4 G3 C#3                 A4 B4 C5 B5
147.50   Cmaj7        -            C3 E3 B3 C4 G3 C#3           C5 B5 E4 B4 D5
147.60   Csus2        D3           C3 C4 G3 B3                  C5 B5 E4 B4 D5
147.70   C5           -            C3 C4 B3 G3                  E4 B4 D5 E4 D5 E5
147.80   Cmaj7        -            C3 E3 C4 B3 G3               E4 D5 E5
147.90   Cmaj7        C2           E3 C3 C4 B3 C#3 G3           E4 D5 E5
148.00   Cmaj7        -            E3 C3 E4 G3 B3               D5 E5
148.10   Cmaj7        C2           C3 E3 E4 G3 F3 B3            D5 E5 D5 E5
148.20   Fsus2        -            G3 E4 C4 F3 B3               D5 E5 D5 E5
148.30   Fmaj7        F2 D3        G3 C4 E4 A3                  D5 E5 D5 D#5 E5
148.40   F            F2 D3        G3 G4 C4 A3                  D5 D#5 E5
148.50   Dsus4        D3           G3 C4 A3                     D5 D#5 E5 G4 D5 E5
148.60   Dsus4        D3           G3 C4 A3                     G4 D5 E5
148.70   Gsus4        -            D3 C4 G3                     G4 D5 E5 G4 D5 F#5
148.80   Gsus4        G2           D3 C4 G3                     G4 D5 F#5
148.90   Dsus4        G3           D3 C4 A3 A4                  G4 D5 F#5
149.00   G            G3 B1        D3 A3 A4 C4                  -
149.10   G            G3 B1        D3 A3 A4 C4                  -
149.20   Gsus4        G3           D3 C4                        -
149.30   -            F#3          -                            F#4 A4 D5
149.40   -            F#3          -                            F#4 A4 D5
149.50   Esus2?       F#3 E2       -                            F#4 A4 D5
149.60   Esus2?       F#3 E2       -                            -
149.70   -            F#3          -                            -
149.80   D?           F#2 F#3      D3                           -
149.90   D?           F#2 F#3      D3                           F#4 A4 D5
150.00   D?           F#2 F#3      D3                           F#4 A4 D5
150.10   -            -            F#3                          F#4 A4 D5 A4 B4
150.20   Cadd9?       -            D3 C3 E3 F#3                 A4 B4 B4 D5 B5
150.30   G            G2           G3 D3 C3 E3 B3               A4 B4 B4 D5 B5 D5
150.40   G            G2           G3 D3 C3 E3 B3               B4 D5 B5 D5 B4 D5 E5
150.50   Gmaj7        G2           G3 D3 B3 F#3                 D5 B4 D5 E5 D5 E5 B5
150.60   Gmaj7        G2           D3 G3 B3 E3 F#3              B4 D5 E5 D5 E5 B5
150.70   Gmaj7        G2           D3 F#3 E3 B3 B4 G4           D5 E5 B5 D5 E5
150.80   Gmaj7        G2           D3 E3 F#3 B3 B4 G4           D5 E5 A4 D5 E5
150.90   Gmaj7        G2           D3 E3 B3 F#3 G4              D5 E5 A4 D5 E5 B4 D5
151.00   G            G2           D3 E3 B3                     A4 D5 E5 B4 D5
151.10   G5           G2           D3                           B4 D5 A4 B4 D5 A4 B4 D5
151.20   G5           G2           D3                           A4 B4 D5 A4 B4 D5
151.30   G5           G2           D3                           A4 B4 D5 A4 B4 D5
151.40   Gsus2        G2           D3 A4                        -
151.50   G            G2           D3 A4 B4                     -
151.60   G            G2           D3 A4 B4                     -
151.70   Gmaj7        G2           F#4 D3 A4 B4                 -
151.80   Fsus2?       G2           F4                           F#4 A4 B4
151.90   Gsus2?       G2 A2        F4                           F#4 A4 B4 E4 F#4 A4
152.00   Gsus2?       G2 A2        -                            F#4 A4 B4 E4 F#4 A4 E4 F#4 E4 F#4
152.10   G5           G2           F#3 D3 G3                    E4 F#4 A4 E4 F#4 E4 F#4
152.20   G5           G2 F#3       E3 D3 G3                     E4 F#4 E4 F#4 E4 F#4
152.30   G5           G2 F#3       E3 D3 G3                     E4 F#4 E4 F#4
152.40   G5           G2 F#3       E3 D3                        E4 F#4 E4 F#4 E4 F#4
152.50   G5           G2 F#3       E3 D3 D4                     E4 F#4 E4 F#4
152.60   G5           G2           E3 D3 D4 F#3                 E4 F#4
152.70   G5           G2           D3 E3 D4 F#3 F#4             E4
152.80   G5           G2           D3 D4 E3                     E4
152.90   G5           G2           D3 D4                        E4 E4 D5
153.00   G5           G2           D3 D4                        E4 D5
153.10   G5           G2           D3 D4                        E4 D5
153.20   G5           G2           D3 D4                        -
153.30   G5           G2           D3 D4                        -
153.40   G            G2           D3 D4 B3 E3                  A4 B4 D5
153.50   G            G2           D3 D4 B3 E3                  A4 B4 D5
153.60   Gmaj7        G2 F#3       D3 B3 D4 E3                  A4 B4 D5
153.70   Gmaj7        G2 F#3       D3 B3 D4                     -
153.80   Daug         F2 G2        F#3 D3 A#3 D4 B3             F4 B4 D5
153.90   Fsus4        F2 C3        F3 D3 A#3 D4 C4              F4 B4 D5
154.00   Fsus4        F2 F3 C3     D3 A#3 D4 C4                 F4 B4 D5
154.10   Fsus4        F2 F3        C3 C4 D4 A#3                 -
154.20   Fsus4        F2 F3        C3 D4 C4 A#3                 -
154.30   A#           F2 F3 A#1    D4 C3 C4 A#3                 -
154.40   A#           A#1 F3       D4 C3 C4                     F4 D5 A5
154.50   A#           A#1 C3       F3 D4                        F4 D5 A5 F4
154.60   F5           C3           F3 D4                        F4 D5 A5 F4
154.70   A#5          -            F3 A#3                       F4 F4
154.80   D#sus2       -            A#3 D#3 F3                   F4 F4 A4 A#4 F4 A#4 C5
154.90   D#5          -            A#3 D#3                      F4 F4 A4 A#4 F4 A#4 C5
155.00   A#?          -            D3 A#3                       F4 A4 A#4 F4 A#4 C5 C5
155.10   D5           -            A#3 D3 A4                    C5 A#4 A#4 C5
155.20   A#5          F3 B2        A#3 A4                       C5 A#4 A#4 C5
155.30   D#sus2       F3 B2        A#3 D#3                      A#4 A#4 C5 A#4 C5
155.40   A#5          F3           A#3                          A#4 C5 A#4 C5 D5
155.50   A#5          A#1 A#2 F3   -                            A#4 C5 A#4 C5 D5 A#4 C5 D#5
155.60   A#5          A#1 A#2      F3 A3                        A#4 C5 D5 A#4 C5 D#5 F4 A#4 D5 F4 A#4 C5
155.70   A#5          A#1 A#2      F3 A3                        A#4 C5 D#5 F4 A#4 D5 F4 A#4 C5 F4 A4 A5
155.80   A#5          A#1 A#2      F3 A3 A#3                    F4 A#4 D5 F4 A#4 C5 F4 A4 A5 F4 D5 A5
155.90   A#5          A#1 A#2      F3 A#3 A3 A#4                F4 A4 A5 F4 D5 A5
156.00   A#maj7       A#1 A#2      F3 A#3 A#4 A3 D3             F4 D5 A5 F4 D5 A5 D5 G5 G#5
156.10   A#m          A#1 A#2      F3 A#3 A#4 A3 C#3            F4 D5 A5 D5 G5 G#5
156.20   A#m          A#1 A#2      A#3 F3 C#3 A3                F4 D5 A5 D5 G5 G#5 D5 E5 G5
156.30   A#m          A#1 A#2      F3 A#3 A#4 C#3 A3            D5 E5 G5
156.40   A#5          A#2          A#3 F3 G4                    D5 E5 G5 C5 E5 G5
156.50   A#5          F3           A#3 A#4 G4                   C5 E5 G5 F4 C5 E5
156.60   A#5          F3           A#3                          C5 E5 G5 F4 C5 E5 F#4 A#4 C5
156.70   Fsus4        F3 C3        A#3                          F4 C5 E5 F#4 A#4 C5
156.80   A#5          F3           A4 A#3                       F#4 A#4 C5 A#4 C5
156.90   Dm           F3           D3 A4 A#3                    A#4 C5
157.00   A#5          F3           A4 A#3                       A#4 C5
157.10   A#           F3           D3 A#3                       A4 C5 A#5
157.20   -            E2 F3        -                            A4 C5 A#5 A4 A#4 C5 A4 A#4 C5 A4 A#4 C5
157.30   -            -            F#3 F#4                      A4 C5 A#5 A4 A#4 C5 A4 A#4 C5 A4 A#4 C5 A4 A#4 C5
157.40   F#min7       E3           F#3 F#4 A3 C#4               A4 A#4 C5 A4 A#4 C5 A4 A#4 C5 A4 A#4 C5 A4 A#4 C5
157.50   F#min7       E3 F#3       A3 C#4                       A4 A#4 C5 A4 A#4 C5 F#4 A4 A#4
157.60   F#min7       E3 F#2       A3 D3 C#4 F#3                A4 A#4 C5 F#4 A4 A#4 E4 F#4 A4
157.70   Dmaj7        E3           A3 D3 F#3 C#4                F#4 A4 A#4 E4 F#4 A4
157.80   Dmaj7        E3           A3 D3 F#3 C#4                E4 F#4 A4
157.90   F#min7       E3 F#3       A3 A4 C#4                    -
158.00   F#min7       E3 F#3       A3 A4 C#4                    -
158.10   F#min7       E3 F#3       C#4 A3 A4                    -
158.20   F#min7       E3 F#3       C#4 A3                       A4 C#5 E5
158.30   F#min7       E3 F#3       C#4 A3                       A4 C#5 E5
158.40   F#min7       E3 F#3       C#4 A3                       A4 C#5 E5
158.50   Dsus2        E3           C#4 A3 D3 A4                 -
158.60   A            E3           A3 C#4 C#3 D3 A4             -
158.70   A            E3           A3 C#3 C#4 D3                -
158.80   A            E3           A3 C#3 D3 C#4                -
158.90   A            E3           A3 C#3 D3 C#4                -
159.00   Dmaj7        E3           F#3 A3 C#4 D3 C#3            -
159.10   Dmaj7        E3           F#3 C#3 C#4 A3 D3            E4 A4 C#5
159.20   F#min7       E3 F#3       C#3 C#4 A3                   E4 A4 C#5
159.30   F#min7       E3 F#3       C#3 C#4 A3                   E4 A4 C#5 F#4 A4 C#5
159.40   F#min7       E2 E3        F#3 A3 C#3 C#4               F#4 A4 C#5
159.50   F#min7       E2 E3        A3 F#3 C#4                   F#4 A4 C#5 E4 A4 C#5
159.60   A5           E3           A3                           E4 A4 C#5 E4 C#5 E4 A4 C#5
159.70   A5           E3           A3                           E4 A4 C#5 E4 C#5 E4 A4 C#5
159.80   A5           E3           A3                           E4 C#5 E4 A4 C#5 E4 A4 C#5
159.90   D            -            E3 A3 F#3 D3                 E4 A4 C#5
160.00   Dmaj7        F#3          E3 C#3 C#4 D3 A3             E4 A4 C#5 E4 A4 C#5 E4 A4 C#5
160.10   Dmaj7        E3 F#3       C#3 C#4 A3 D3                E4 A4 C#5 E4 A4 C#5
160.20   F#min7       E3 F#3       C#3 C#4 A3                   E4 A4 C#5 E4 A4 C#5 E4 F#4 C#5
160.30   F#min7       E3 F#3       C#3 C#4 A3                   E4 F#4 C#5 B4 C#5 E5
160.40   F#min7       E2 E3        C#3 C#4 A3 F#3               E4 F#4 C#5 B4 C#5 E5
160.50   F#5          E3 F#3       C#3 C#4                      B4 C#5 E5
160.60   Esus2?       E3 F#3       -                            E4 C#5
160.70   A5           E3 F#3       A4                           E4 C#5 E4
160.80   A5           -            E3 A4                        E4 C#5 E4
160.90   A5           A2 A1        E3 G3 A3 G4                  E4 E4 A4 B4
161.00   Amin7        A2 A1        E3 G3 A3 C4                  E4 A4 B4 E4 G4 E4 G4 B4
161.10   Amin7        A1 A2        E3 G3 C4 A3                  E4 A4 B4 E4 G4 E4 G4 B4 E4 G4
161.20   Amin7        A1 A2        E3 C4 G3 A3                  E4 G4 E4 G4 B4 E4 G4 E4 G4 F#5
161.30   Amin7        A2           E3 A3 G3 C4                  E4 G4 E4 G4 F#5 E4 F#5
161.40   Amin7        A1 A2        E3 G3 C4 A3 A4               E4 G4 F#5 E4 F#5
161.50   Amin7        A2           E3 G3 C4 A3 A4               E4 F#5
161.60   Amin7        A2           E3 G3 E4 C4 A4               -
161.70   Amin7        A2           G3 C3 E3                     E4 G4 F#5
161.80   Amin7        A2 G3        C3 E3                        E4 G4 F#5
161.90   Amin7        A2 G3        C4 E3                        E4 G4 F#5 E4 G4 F#5 G4 C5 F#5
162.00   Amin7        A2 G3        C4 E3                        E4 G4 F#5 G4 C5 F#5 G4 C5 F#5
162.10   Amin7        A2 G3        C4 E3                        E4 G4 F#5 G4 C5 F#5 G4 C5 F#5
162.20   Amin7        A2 G3        C3 C4 E3 E4                  G4 C5 F#5 G4 C5 D5
162.30   Amin7        A2 G3        C3 C4 E3 E4                  G4 C5 D5 G4 C5 E5
162.40   Amin7        A2 G3        C3 C4 E3 E4 D3               G4 C5 D5 G4 C5 E5
162.50   C            G3           C3 D3 C4 E3 E4               G4 C5 E5 C5 E5 F#5
162.60   Gsus4        D3           G3 C4                        C5 E5 F#5 G4 C5 G5
162.70   Fsus2        D3 F2        G3 C4                        C5 E5 F#5 G4 C5 G5 G4 C5 D5
162.80   F            F2           G3 D3 C4 A4                  G4 C5 G5 G4 C5 D5
162.90   Gsus4        G2           D3 G3 C4                     G4 C5 D5 G4 A4 F#5
163.00   Gsus4        G2           D3 G3 C4                     G4 A4 F#5
163.10   C#           G#2 F2       D#3 G#3 C#3 G3               G4 A4 F#5 D#4 G4 A4
163.20   C#           G#2 F2       D#3 G#3 C#3                  D#4 G4 A4 D#4 G#4 F#5 D#4 G#4 C5 D#4 G#5
163.30   G#5          G#2          D#3 G#3                      D#4 G4 A4 D#4 G#4 F#5 D#4 G#4 C5 D#4 G#5
163.40   G#5          G#2          D#3 G#3                      D#4 G#4 F#5 D#4 G#4 C5 D#4 G#5 D#4 C5 G#5 D#4 C#5 G#5
163.50   G#5          G#2          D#3 G#3                      D#4 C5 G#5 D#4 C#5 G#5 D#4 C5 G#5
163.60   G#5          G#2 E2       D#3 G#3                      D#4 C5 G#5 D#4 C#5 G#5 D#4 C5 G#5 D#4 C5 F5
163.70   G#5          G#2          D#3 G#3                      D#4 C5 G#5 D#4 C5 F5 D#4 C5 F5
163.80   G#7          G#2          F#3 C4                       D#4 C5 F5 D#4 C5 F5 C5 G#5 A#5
163.90   G#7          F#3 G#2      C4                           D#4 C5 F5 C5 G#5 A#5 F#4 G#5 A#5 F#4 C5 G#5
164.00   G#7          F#3 G#2      C4                           C5 G#5 A#5 F#4 G#5 A#5 F#4 C5 G#5 F#4 C5 G#5 F#4 C5 G#5
164.10   G#7          F#3 G#2      C4                           F#4 G#5 A#5 F#4 C5 G#5 F#4 C5 G#5 F#4 C5 G#5 F#4 F5 G#5
164.20   G#7          F#3 G#2      C4 C3                        F#4 C5 G#5 F#4 C5 G#5 F#4 F5 G#5 D#5 F5 G#5
164.30   G#7          F#3 G#2      C3 C4                        F#4 F5 G#5 D#5 F5 G#5 D#5 F5 G#5
164.40   Gmaj7        G2 F#3       D3 B3 G4 A3 C4               D#5 F5 G#5 D#5 F5 G#5 D5 D#5 G#5
164.50   Gmaj7        G2 F#3       D3 B3 G4 A3                  D#5 F5 G#5 D5 D#5 G#5 D5 B4 D5
164.60   Gmaj7        G2 F#3       D3 B3 G3 A3                  D5 D#5 G#5 D5 B4 D5
164.70   Gmaj7        G2 F#3       D3 B3 G3                     D5 B4 D5 A4 E5 A5
164.80   Gmaj7        G2 F#3       D3 B3 B4 G4                  A4 E5 A5
164.90   Gmaj7        G2 F#3       D3 B3 A3 B4 A#4 G4           A4 E5 A5
165.00   Gmaj7        G2           D3 B3 A3 F#3 G4              A4 D5 F#5
165.10   Gmaj7        G2           D3 F#3 A#4 B3                A4 D5 F#5 A4 D5 F#5
165.20   Gmaj7        G2           B3 D3 F#3                    A4 D5 F#5 A4 D5 F#5
165.30   G            B2 G2        G3 G4 D4 B3                  A4 D5 F#5 A4 D5
165.40   G            B1 B2        G3 D4 B3                     A4 D5 F#4 G4 A4
165.50   G            B1 B2        D3 G3 D4 B3                  A4 D5 F#4 G4 A4 G4 A4 D5 F#4 G4 A4
165.60   G            B2 G2        D3 D4 G3 B3                  F#4 G4 A4 G4 A4 D5 F#4 G4 A4
165.70   G            G2 B2        D3 D4 B3 G3                  G4 A4 D5 F#4 G4 A4 D#4 A4 B4
165.80   G            G2 B2        D3 D4 G3                     D#4 A4 B4
165.90   G            B2 G2        D3 D4 G3                     D#4 A4 B4 G4 A4 B4
166.00   G            B2 G2        D4 G3                        G4 A4 B4 G4 A4 D5
166.10   G            B2           D4 B3 G3 A#4                 G4 A4 B4 G4 A4 D5 A4 B4 B5
166.20   E5           B2           D3 D4 E3 B3 A#4              G4 A4 D5 A4 B4 B5 A4 B4 B5
166.30   E5           B2           D3 D4 E3 B3                  A4 B4 B5 A4 B4 B5 B4 D5 B5
166.40   Bm           B2           D3 D4 B3                     A4 B4 B5 B4 D5 B5 B4 D5
166.50   Bm           B2           D3 D4 F#4 B3                 B4 D5 B5 B4 D5 B4 D5 B5
166.60   B5           B2           F#4                          B4 D5 B4 D5 B5 A4 B4 D5
166.70   Bm           B2           D3                           B4 D5 B5 A4 B4 D5 G4 B4 D5 F#4 B4 D5
166.80   E5           B2           D3 D4 E4                     A4 B4 D5 G4 B4 D5 F#4 B4 D5 F#4 B4 D5
166.90   E5           B2           E3 D3 D4                     G4 B4 D5 F#4 B4 D5 F#4 B4 D5 E4 F#4 D5
167.00   Dsus2?       -            E3 D4                        F#4 B4 D5 E4 F#4 D5 E4 F#4 D5
167.10   -            -            E3                           E4 F#4 D5 E4 F#4 D5
167.20   -            E2           -                            E4 F#4 D5
167.30   Esus2?       F#2          E4                           -
167.40   Em?          G3           E4 G4                        -
167.50   Em           G3           E3                           E4 G4 D5
167.60   G5           G2 G3        E3 D4                        E4 G4 D5
167.70   G5           G2 G3        E3 D4                        E4 G4 D5
167.80   G5           G2 G3        E3 E4 D4                     -
167.90   Emin7b5      -            A#3 G3 C4 E3 D4              E4 G4 A#4
168.00   Fsus4        F2 C3        A#3 D4 C4                    E4 G4 A#4 E4 G4 A#4 E4 A#4 C5 E4 A#4 C5
168.10   Fsus4        F2 C3        A#3 D4 C4                    E4 G4 A#4 E4 G4 A#4 E4 A#4 C5 E4 A#4 C5 A#4 C5 D5 A#4 C5 D5
168.20   Csus2?       C3           D4 A#3                       E4 G4 A#4 E4 A#4 C5 E4 A#4 C5 A#4 C5 D5 A#4 C5 D5 E4 A#4 D5
168.30   Csus2        C3           A#3 D4 G4                    A#4 C5 D5 A#4 C5 D5 E4 A#4 D5 E4 E4 F4
168.40   A#?          -            D3 D4 A#3                    E4 A#4 D5 E4 E4 F4 E4 F4
168.50   Dm           F2           D3 E3 A4                     E4 E4 F4 E4 F4 E4 F4
168.60   Am           F2 A1        D3 E3 C4                     E4 F4 E4 F4 E4 F4 A4 E4 F4 A#4
168.70   Am           F2 A1        E3 C3 C4                     E4 F4 E4 F4 A4 E4 F4 A#4 E4 A4 C5
168.80   C            -            C3 E3 C4                     E4 F4 A4 E4 F4 A#4 E4 A4 C5 E4 F4 C5 E4 F4 C5
168.90   -            -            C4                           E4 A4 C5 E4 F4 C5 E4 F4 C5 E4 F4 C5 E4 F4 C5
169.00   -            -            C4                           E4 F4 C5 E4 F4 C5 E4 F4 C5 E4 F4 C5 E4 F4 A4 E4 F4 C5
169.10   Csus2?       C2           D3 C4                        E4 F4 C5 E4 F4 C5 E4 F4 A4 E4 F4 C5 E4 F4 C5 E4 F4 C5 E4 F4 C5
169.20   A#           F2 C2        A#3 D3 C4                    E4 F4 A4 E4 F4 C5 E4 F4 C5 E4 F4 C5 E4 F4 C5 E4 F4 C5
169.30   Am           E2 C2        A#3 A4 C4                    E4 F4 C5 E4 F4 C5 E4 F4 C5 E4 F4 C5 E4 F4 C5 F4 A#4 C5 F4 F4 A#4
169.40   C7?          E2           A#3 C4                       E4 F4 C5 E4 F4 C5 F4 A#4 C5 F4 F4 A#4 A4 A#4 C5
169.50   A#           E2           A#3 D3 F3 C4                 E4 F4 C5 F4 A#4 C5 F4 F4 A#4 A4 A#4 C5 F4 A4 A#4 A4 A#4 C5 F4 A4 A#4
169.60   A#           E2           A#3 D3 F3 C4                 A4 A#4 C5 F4 A4 A#4 A4 A#4 C5 F4 A4 A#4 F4 A4 A#4 A4 A#4 C5
169.70   C9?          E2           A#3 D3 C4                    F4 A4 A#4 A4 A#4 C5 F4 A4 A#4 F4 A4 A#4 A4 A#4 C5
169.80   Dsus2?       E2           D3                           F4 A4 A#4 A4 A#4 C5 A#4 C5 D5
169.90   A#?          -            D3 A#3 D4                    A#4 C5 D5 A4 A#4 D5
170.00   A#?          -            D3 A#3 D4                    A#4 C5 D5 A4 A#4 D5 A#4 D5 F5
170.10   D5           -            D3 A#3 D4 A3                 A4 A#4 D5 A#4 D5 F5 A4 D5 E5
170.20   Asus4        E2 A1        D3 D4 A#3 A3                 A#4 D5 F5 A4 D5 E5 A#4 D5 A5
170.30   Asus4        E2 A1        D3 D4 A#3 A3                 A4 D5 E5 A#4 D5 A5 A4 D5 F5
170.40   D5           -            D3 D4 A#3 A3                 A#4 D5 A5 A4 D5 F5 A4 D5 F5
170.50   -            -            D3 D4                        A4 D5 F5 A4 D5 F5 C5 D5
170.60   G5           G2           D3 D4                        A4 D5 F5 C5 D5 F4 C5 D5
170.70   Dm?          F2           D3 D4                        C5 D5 F4 C5 D5 A#4 C5 D5
170.80   Gmin7        F2 G2        D3 A#3 D4                    F4 C5 D5 A#4 C5 D5 A#4 C5 D5 A#4 C5 D5
170.90   A#           F2           A#3 D3 D4                    A#4 C5 D5 A#4 C5 D5 A#4 C5 D5 A#4 C5 D5
171.00   A#?          E2           A#3 D3 D4                    A#4 C5 D5 A#4 C5 D5 A#4 C5 D5 A4 A#4 D5 A4 A#4 D5 A4 A#4 D5
171.10   A#?          -            D3 A#3 D4                    A#4 C5 D5 A4 A#4 D5 A4 A#4 D5 A4 A#4 D5 A4 A#4 D5 A4 A#4 D5
171.20   Emin7b5      E2 G2        D3 A#3 D4 G4                 A4 A#4 D5 A4 A#4 D5 A4 A#4 D5 A4 A#4 D5 A4 A#4 D5 A4 A#4 D5 A4 A#4 D5
171.30   Emin7b5      E2 G2        D3 A#3 D4 G3                 A4 A#4 D5 A4 A#4 D5 A4 A#4 D5 A4 A#4 D5 G4 A4 A#4 G4 A4 A#4
171.40   Emin7b5      E2           D3 F#4 A#3 G3                A4 A#4 D5 A4 A#4 D5 G4 A4 A#4 G4 A4 A#4 F4 G4 A#4
171.50   D            D2           D3 F#4 A3                    G4 A4 A#4 G4 A4 A#4 F4 G4 A#4
171.60   D            D2           D3 F#4 A3                    F4 G4 A#4
171.70   D            D2           D3 F#4 F#3 A3                -
171.80   D            D2           D3 F#3 F#4 A3                -
171.90   D5           A2 D2        D3 A3                        E4 F#4 G#5
172.00   D5           A2 D2        D3 A3                        E4 F#4 G#5 E4 F#4 G5
172.10   D5           A2 D2        D3 A3 A4                     E4 F#4 G#5 E4 F#4 G5 E4 F#4 C#5
172.20   D5           A2 D2        D3 D#3 A3                    E4 F#4 G5 E4 F#4 C#5 E4 F#4 A4
172.30   D5           A2           C#4 D3 A3                    E4 F#4 C#5 E4 F#4 A4
172.40   Dmaj7        E3           C#4 F#3 D3 A3                E4 F#4 A4 B4 D5 B5
172.50   Dmaj7        E2 E3        C#4 F#3 D3 C#3 A3            B4 D5 B5 D5
172.60   F#min7       E2 E3        C#3 C#4 F#3 A3               B4 D5 B5 D5 F#4 D5 B4 D5 D5 F#4 D5 B5
172.70   F#min7       E2 E3        C#3 A3 C#4 F#3               D5 F#4 D5 B4 D5 D5 F#4 D5 B5 D5 B5 E4 D5 B5
