# Transcription: best_part.mp3
# Duration: 271.44s
# BPM: 67
# Time Signature: 4/4
# Total Bars: 76
# First Downbeat: 0.000s
# BPM Confidence: 1.00

Bar.Beat   Time     Chord      Bass         Chords                   Melody
39.1.87    136.90   G5         G2 E2        D3 F#3                   D5 D5
39.1.98    137.00   G5         E2 G2        D3 F#3 D4                A4 D5
39.2.09    137.10   Em         E2 G2        F#3 D3 D4 B3             D5 A4
39.2.20    137.20   Em         E2 G2        D3 D4 F#3 B3             F#4
39.2.31    137.30   G          G2           D3 D4 F#3 B3             F#4
39.2.43    137.40   D          -            D3 D4 F#3 F#4 B3 A3      -
39.2.54    137.50   Fdim       F2 G#2       D3 D4 F#3 F#4 B3 A3      -
39.2.65    137.60   G#dim      G#2          D3 D4 B3 A3 F#4 F3       D5
39.2.76    137.70   D          F2           D3 A3 F3 B3 F#4          D5
39.2.87    137.80   E5         E2           A3 B3 F#4 F3             D5
39.2.98    137.90   E5         E2           A3 F#4 B3                -
39.3.09    138.00   A5         E2           E4 A3                    -
39.3.21    138.10   G5         -            E3 D3 G4                 F#4 D5
39.3.32    138.20   Dm         F2           D3 A4 E3                 F#4 D5
39.3.43    138.30   D          F#3          D3 A3 E3                 D5 F#4
39.3.54    138.40   F#m        F#3          A3                       F#4
39.3.65    138.50   -          F#3          -                        A4 F#4
39.3.76    138.60   F#aug      F#2 F#3      D4                       F#4 A4
39.3.88    138.70   F#aug      F#2 F#3      D3 D4                    A4 G4
39.3.99    138.80   D          F#2 F#3      A3 D4                    A4 G4
39.4.10    138.90   D          F#2 F#3      D3 A3 D4                 A4 G4
39.4.21    139.00   D          F#3 G3       D3 A3                    G4 A4
39.4.32    139.10   G5         G3           F#3 D3                   G4 A4
39.4.44    139.20   Daug       C3           F#3 D3 A#3 D4            A4 G4
39.4.55    139.30   Daug       C3           F#3 D3 A#3 D4            A4 A4
39.4.66    139.40   Daug       C3 E2        D3 F#3 D4 A#3            A4 A4
39.4.77    139.50   Daug       C3 E2        D3 D4 A#3 F#3            A4 G4
39.4.88    139.60   Daug       C3 E2        D3 D4 F#3 A#3            D5 G4
39.4.99    139.70   Emin7b5    E2           C3 D3 D4 A#3             D5 G4
40.1.11    139.80   Emin7b5    E2           D3 C3 D4 A#3             D5 G4
40.1.22    139.90   Edim       E2           D3 A#4 C3 G3 G4          -
40.1.33    140.00   D5         -            D3 A#4 A4 G4             -
40.1.44    140.10   F5         F2           D3 A#3 A#4 F#4 C3 C4     A4
40.1.55    140.20   F5         F2 C3        A#3 C4                   A#4 A4
40.1.66    140.30   C7         C3           A#3 E3 C4                A#4 A4
40.1.78    140.40   Cmin7      C3           A#3 C4                   A#4 F#4
40.1.89    140.50   Bmaj7      B2           A#3 C4                   A#4 F#4
40.2       140.60   Bmaj7      B2           A#3 C4                   A#4 F#4
40.2.11    140.70   Bm         B2           D4 A#3                   E4
40.2.22    140.80   Dsus2      D3           E3 D4 C4                 E4
40.2.33    140.90   Dm         F2 D3        D4                       E4
40.2.44    141.00   A#         F2           A#3 D4                   E4
40.2.56    141.10   F5         F2 C3        A#3                      A#4 A#4
40.2.67    141.20   D5         C3           A#3 A3 D3                A#4
40.2.78    141.30   D5         C3 A1        A3 D3 A#3                A#4 A#4
40.2.89    141.40   D5         C3 A1        A3 D3                    -
40.3       141.50   -          -            A3                       -
40.3.11    141.60   Gsus2      G3           A3                       A#4
40.3.23    141.70   C5         G3           C3 A3                    A#4
40.3.34    141.80   C5         G3           A3 C3                    -
40.3.45    141.90   D5         -            A3 G3 D3                 A4 G4
40.3.56    142.00   C          C2           A3 E3 G3                 A4 G4
40.3.67    142.10   C          C2           A3 A#3 E3 C3 G3          A4 G4
40.3.79    142.20   C          C2           A3 E3 E4 C3 G3 G4        -
40.3.90    142.30   C          C2           A3 E3 G3 E4 C3 A#4       -
40.4.01    142.40   C          C2 G2        G3 C3 A3 E4 A#4          -
40.4.12    142.50   C          C2 G2        G3 C3 A3 E4              -
40.4.23    142.60   C          C2 G2        G3 D3 C3 A3 E4           -
40.4.34    142.70   D          D2 F#3       D3 G3 A3                 A4 G4
40.4.46    142.80   D          D2 F#3       D3 A3                    A4 G4
40.4.57    142.90   D          D2 F#3       D3 A3                    A4 G4
40.4.68    143.00   D          D2 F#3       D3 A3                    -
40.4.79    143.10   D          D2 F#3       D3 A3                    -
40.4.90    143.20   D          D2 F#3       D3 A3                    -
41.1.01    143.30   D          D2 F#3       D3 A3                    -
41.1.12    143.40   D          D2 F#3       D3 A3                    -
41.1.24    143.50   D          D2 F#3       D3 A3                    -
41.1.35    143.60   D          D2 F#3       D3 A3                    -
41.1.46    143.70   D          D2 F#3       D3 A3                    -
41.1.57    143.80   D          D2 F#3       D3 A3 D#3                -
41.1.68    143.90   D          D2 F#3       D3 A3 D#3                -
41.1.79    144.00   D          F#3 D2       D3 A3 D#3                -
41.1.91    144.10   D          F#3          A3 D3                    D5
41.2.02    144.20   D5         -            A3 D3                    D5
41.2.13    144.30   D5         E2           A3 D3                    D5 A#4
41.2.24    144.40   Am         C2 E2        D3 A3 A4 B4 A#3          A#4 D5
41.2.35    144.50   Am         C2 E2        A4 B4 A#3                A#4 D5
41.2.46    144.60   F          F2 C2        A3 D3 A#3 A4 C#3         F#5 D5
41.2.58    144.70   Faug       F2           A4 E3 A3 C#3 D3          F#5 D5
41.2.69    144.80   A          -            E3 A3 D3 A4 C#3          F#5 D5
41.2.80    144.90   D          F#2          D3 A4 E3 B4 A3           -
41.2.91    145.00   D          F#2          D3 A4                    D5
41.3.02    145.10   Dm         D3 F2        A4                       D5
41.3.14    145.20   Dm         D3 F2        A4                       D5
41.3.25    145.30   Dm         F2           D3 A4 A3                 -
41.3.36    145.40   F          F2           A3 A4                    -
41.3.47    145.50   C#dim      -            A3 A4 C#3 G3             -
41.3.58    145.60   C#dim      -            C#3 A3 E3 G3             -
41.3.69    145.70   A          -            D3 A3 C#3 E3             -
41.3.81    145.80   E5         B2 E2        D3 D4 B3 A3 C#3          F#4 D5
41.3.92    145.90   D5         B2           D3 D4 B3 A3              F#4 D5
41.4.03    146.00   Em         B2 E2        C#3 G4 A#3 A3 B3         D5
41.4.14    146.10   A#m        A#2          C#3 C#4 A#3 A#4          G#4 G4
41.4.25    146.20   A#m        A#2          C#3 C#4 A#3 A#4          G#4 G4
41.4.36    146.30   A#m        A#2 F2       C#3 C#4 A#3 G3 A#4       G#4 G4
41.4.47    146.40   F5         A#2 F2       C#4 C4 B3                G#4
41.4.59    146.50   Am         A2           C3 C4 B3 A3              C5 G#4
41.4.70    146.60   Am         A2           C3 E3 C4 B3 A3           C5 G#4
41.4.81    146.70   Am         A2           C3 E3 C4 B3 A3           C5
41.4.92    146.80   Am         A2           E3 C3 E4 C4 B3 A3        -
42.1.03    146.90   Am         A2           E3 E4 C3 C4 B3           -
42.1.15    147.00   Am         A2           E3 E4 C4 B3              -
42.1.26    147.10   A5         A1 A2        D3 E3                    E4
42.1.37    147.20   Dm         F2 A2        D3 A3 E3                 E4 A4
42.1.48    147.30   A          A2           D3 E3 C#3                E4 A4
42.1.59    147.40   C#dim      -            E3 C4 G3 C#3             B5
42.1.70    147.50   C          -            C3 E3 B3 C4 G3 C#3       B5 D5
42.1.81    147.60   C5         D3           C3 C4 G3 B3              B5 D5
42.1.93    147.70   C5         -            C3 C4 B3 G3              E5 D5
42.2.04    147.80   C          -            C3 E3 C4 B3 G3           E5 D5
42.2.15    147.90   C          C2           E3 C3 C4 B3 C#3 G3       E5 D5
42.2.26    148.00   C          -            E3 C3 E4 G3 B3           D5 E5
42.2.37    148.10   C          C2           C3 E3 E4 G3 F3 B3        E5 E5
42.2.49    148.20   F5         -            G3 E4 C4 F3 B3           E5 E5
42.2.60    148.30   F          F2 D3        G3 C4 E4 A3              E5 E5
42.2.71    148.40   F          F2 D3        G3 G4 C4 A3              D5 E5
42.2.82    148.50   D5         D3           G3 C4 A3                 E5 D5
42.2.93    148.60   D5         D3           G3 C4 A3                 E5 D5
42.3.04    148.70   G5         -            D3 C4 G3                 F#5 E5
42.3.15    148.80   G5         G2           D3 C4 G3                 D5 F#5
42.3.27    148.90   D5         G3           D3 C4 A3 A4              D5 F#5
42.3.38    149.00   G          G3 B1        D3 A3 A4 C4              -
42.3.49    149.10   G          G3 B1        D3 A3 A4 C4              -
42.3.60    149.20   G5         G3           D3 C4                    -
42.3.71    149.30   -          F#3          -                        D5 A4
42.3.83    149.40   -          F#3          -                        D5 A4
42.3.94    149.50   Esus2      F#3 E2       -                        D5 A4
42.4.05    149.60   Esus2      F#3 E2       -                        -
42.4.16    149.70   -          F#3          -                        -
42.4.27    149.80   F#aug      F#2 F#3      D3                       -
42.4.38    149.90   F#aug      F#2 F#3      D3                       D5
42.4.50    150.00   F#aug      F#2 F#3      D3                       D5
42.4.61    150.10   -          -            F#3                      D5
42.4.72    150.20   C          -            D3 C3 E3 F#3             B5 D5
42.4.83    150.30   G          G2           G3 D3 C3 E3 B3           B5 D5
42.4.94    150.40   G          G2           G3 D3 C3 E3 B3           B5 E5
43.1.05    150.50   G          G2           G3 D3 B3 F#3             E5 E5
43.1.16    150.60   G          G2           D3 G3 B3 E3 F#3          E5 E5
43.1.28    150.70   G          G2           D3 F#3 E3 B3 B4 G4       E5 E5
43.1.39    150.80   G          G2           D3 E3 F#3 B3 B4 G4       E5 E5
43.1.50    150.90   G          G2           D3 E3 B3 F#3 G4          E5 E5
43.1.61    151.00   G          G2           D3 E3 B3                 E5 D5
43.1.72    151.10   G5         G2           D3                       D5 B4
43.1.84    151.20   G5         G2           D3                       D5 B4
43.1.95    151.30   G5         G2           D3                       D5 B4
43.2.06    151.40   G5         G2           D3 A4                    -
43.2.17    151.50   G          G2           D3 A4 B4                 -
43.2.28    151.60   G          G2           D3 A4 B4                 -
43.2.39    151.70   G          G2           F#4 D3 A4 B4             -
43.2.51    151.80   Gmin7      G2           F4                       B4 A4
43.2.62    151.90   Gsus2      G2 A2        F4                       B4 A4
43.2.73    152.00   Gsus2      G2 A2        -                        B4 A4
43.2.84    152.10   G5         G2           F#3 D3 G3                A4 F#4
43.2.95    152.20   G5         G2 F#3       E3 D3 G3                 F#4 F#4
43.3.06    152.30   G5         G2 F#3       E3 D3 G3                 E4 F#4
43.3.18    152.40   G5         G2 F#3       E3 D3                    E4 F#4
43.3.29    152.50   G5         G2 F#3       E3 D3 D4                 E4 F#4
43.3.40    152.60   G5         G2           E3 D3 D4 F#3             E4 F#4
43.3.51    152.70   G5         G2           D3 E3 D4 F#3 F#4         E4
43.3.62    152.80   G5         G2           D3 D4 E3                 E4
43.3.73    152.90   G5         G2           D3 D4                    E4 E4
43.3.84    153.00   G5         G2           D3 D4                    E4
43.3.96    153.10   G5         G2           D3 D4                    E4
43.4.07    153.20   G5         G2           D3 D4                    -
43.4.18    153.30   G5         G2           D3 D4                    -
43.4.29    153.40   G          G2           D3 D4 B3 E3              A4 D5
43.4.40    153.50   G          G2           D3 D4 B3 E3              A4 D5
43.4.52    153.60   G          G2 F#3       D3 B3 D4 E3              D5
43.4.63    153.70   G          G2 F#3       D3 B3 D4                 -
43.4.74    153.80   G          F2 G2        F#3 D3 A#3 D4 B3         F4 D5
43.4.85    153.90   F5         F2 C3        F3 D3 A#3 D4 C4          F4 D5
43.4.96    154.00   F5         F2 F3 C3     D3 A#3 D4 C4             F4 D5
44.1.07    154.10   F5         F2 F3        C3 C4 D4 A#3             -
44.1.19    154.20   F5         F2 F3        C3 D4 C4 A#3             -
44.1.30    154.30   A#         F2 F3 A#1    D4 C3 C4 A#3             -
44.1.41    154.40   A#         A#1 F3       D4 C3 C4                 A5 D5
44.1.52    154.50   A#         A#1 C3       F3 D4                    D5 A5
44.1.63    154.60   F5         C3           F3 D4                    D5 A5
44.1.74    154.70   A#5        -            F3 A#3                   -
44.1.86    154.80   D#5        -            A#3 D#3 F3               C5 A#4
44.1.97    154.90   D#5        -            A#3 D#3                  C5 A#4
44.2.08    155.00   Daug       -            D3 A#3                   C5 C5
44.2.19    155.10   D5         -            A#3 D3 A4                C5 A#4
44.2.30    155.20   A#5        F3 B2        A#3 A4                   C5 A#4
44.2.41    155.30   D#5        F3 B2        A#3 D#3                  C5 C5
44.2.53    155.40   A#5        F3           A#3                      D5 C5
44.2.64    155.50   A#5        A#1 A#2 F3   -                        D#5 C5
44.2.75    155.60   A#5        A#1 A#2      F3 A3                    D#5 D5
44.2.86    155.70   A#5        A#1 A#2      F3 A3                    A5 D#5
44.2.97    155.80   A#5        A#1 A#2      F3 A3 A#3                A5 D5
44.3.08    155.90   A#5        A#1 A#2      F3 A#3 A3 A#4            A5 D5
44.3.19    156.00   A#         A#1 A#2      F3 A#3 A#4 A3 D3         A5 G#5
44.3.31    156.10   A#m        A#1 A#2      F3 A#3 A#4 A3 C#3        A5 G#5
44.3.42    156.20   A#m        A#1 A#2      A#3 F3 C#3 A3            A5 G#5
44.3.53    156.30   A#m        A#1 A#2      F3 A#3 A#4 C#3 A3        G5 E5
44.3.64    156.40   A#5        A#2          A#3 F3 G4                G5 G5
44.3.75    156.50   A#5        F3           A#3 A#4 G4               G5 E5
44.3.87    156.60   A#5        F3           A#3                      G5 E5
44.3.98    156.70   F5         F3 C3        A#3                      E5 C5
44.4.09    156.80   A#5        F3           A4 A#3                   C5 C5
44.4.20    156.90   Dm         F3           D3 A4 A#3                A#4 C5
44.4.31    157.00   A#5        F3           A4 A#3                   A#4 C5
44.4.42    157.10   A#         F3           D3 A#3                   A#5 C5
44.4.54    157.20   Fmaj7?     E2 F3        -                        A#5 C5
44.4.65    157.30   -          -            F#3 F#4                  A#5 C5
44.4.76    157.40   F#m        E3           F#3 F#4 A3 C#4           C5 A#4
44.4.87    157.50   F#m        E3 F#3       A3 C#4                   C5 A#4
44.4.98    157.60   F#m        E3 F#2       A3 D3 C#4 F#3            C5 A#4
45.1.09    157.70   D          E3           A3 D3 F#3 C#4            A#4 A4
45.1.21    157.80   D          E3           A3 D3 F#3 C#4            A4
45.1.32    157.90   F#m        E3 F#3       A3 A4 C#4                -
45.1.43    158.00   F#m        E3 F#3       A3 A4 C#4                -
45.1.54    158.10   F#m        E3 F#3       C#4 A3 A4                -
45.1.65    158.20   F#m        E3 F#3       C#4 A3                   E5 C#5
45.1.76    158.30   F#m        E3 F#3       C#4 A3                   E5 C#5
45.1.87    158.40   F#m        E3 F#3       C#4 A3                   E5 C#5
45.1.99    158.50   D5         E3           C#4 A3 D3 A4             -
45.2.10    158.60   A          E3           A3 C#4 C#3 D3 A4         -
45.2.21    158.70   A          E3           A3 C#3 C#4 D3            -
45.2.32    158.80   A          E3           A3 C#3 D3 C#4            -
45.2.43    158.90   A          E3           A3 C#3 D3 C#4            -
45.2.54    159.00   D          E3           F#3 A3 C#4 D3 C#3        -
45.2.66    159.10   D          E3           F#3 C#3 C#4 A3 D3        C#5 A4
45.2.77    159.20   F#m        E3 F#3       C#3 C#4 A3               C#5 A4
45.2.88    159.30   F#m        E3 F#3       C#3 C#4 A3               C#5 C#5
45.2.99    159.40   F#m        E2 E3        F#3 A3 C#3 C#4           C#5 A4
45.3.10    159.50   F#m        E2 E3        A3 F#3 C#4               C#5
45.3.22    159.60   A5         E3           A3                       C#5 A4
45.3.33    159.70   A5         E3           A3                       C#5 A4
45.3.44    159.80   A5         E3           A3                       C#5 A4
45.3.55    159.90   D          -            E3 A3 F#3 D3             C#5 A4
45.3.66    160.00   D          F#3          E3 C#3 C#4 D3 A3         C#5 A4
45.3.77    160.10   D          E3 F#3       C#3 C#4 A3 D3            C#5 A4
45.3.89    160.20   F#m        E3 F#3       C#3 C#4 A3               C#5 A4
45.4       160.30   F#m        E3 F#3       C#3 C#4 A3               E5 C#5
45.4.11    160.40   F#m        E2 E3        C#3 C#4 A3 F#3           E5 C#5
45.4.22    160.50   F#5        E3 F#3       C#3 C#4                  E5 C#5
45.4.33    160.60   Esus2      E3 F#3       -                        E4 C#5
45.4.44    160.70   A5         E3 F#3       A4                       C#5 E4
45.4.56    160.80   A5         -            E3 A4                    C#5 E4
45.4.67    160.90   A5         A2 A1        E3 G3 A3 G4              B4 A4
45.4.78    161.00   Am         A2 A1        E3 G3 A3 C4              B4 A4
45.4.89    161.10   Am         A1 A2        E3 G3 C4 A3              B4 A4
46.1       161.20   Am         A1 A2        E3 C4 G3 A3              F#5 B4
46.1.11    161.30   Am         A2           E3 A3 G3 C4              F#5 G4
46.1.22    161.40   Am         A1 A2        E3 G3 C4 A3 A4           F#5 G4
46.1.34    161.50   Am         A2           E3 G3 C4 A3 A4           E4 F#5
46.1.45    161.60   Am         A2           E3 G3 E4 C4 A4           -
46.1.56    161.70   Am         A2           G3 C3 E3                 E4 F#5
46.1.67    161.80   Am         A2 G3        C3 E3                    E4 F#5
46.1.78    161.90   Am         A2 G3        C4 E3                    F#5 F#5
46.1.90    162.00   Am         A2 G3        C4 E3                    F#5 F#5
46.2.01    162.10   Am         A2 G3        C4 E3                    F#5 F#5
46.2.12    162.20   Am         A2 G3        C3 C4 E3 E4              F#5 D5
46.2.23    162.30   Am         A2 G3        C3 C4 E3 E4              E5 D5
46.2.34    162.40   Am         A2 G3        C3 C4 E3 E4 D3           E5 D5
46.2.45    162.50   C          G3           C3 D3 C4 E3 E4           E5
46.2.57    162.60   G5         D3           G3 C4                    G5 E5
46.2.68    162.70   F5         D3 F2        G3 C4                    G5 E5
46.2.79    162.80   F          F2           G3 D3 C4 A4              G5 D5
46.2.90    162.90   G5         G2           D3 G3 C4                 F#5 D5
46.3.01    163.00   G5         G2           D3 G3 C4                 F#5 A4
46.3.12    163.10   C#         G#2 F2       D#3 G#3 C#3 G3           F#5 A4
46.3.24    163.20   C#         G#2 F2       D#3 G#3 C#3              G#5 F#5
46.3.35    163.30   G#5        G#2          D#3 G#3                  G#5 F#5
46.3.46    163.40   G#5        G#2          D#3 G#3                  G#5 F#5
46.3.57    163.50   G#5        G#2          D#3 G#3                  G#5 G#5
46.3.68    163.60   G#5        G#2 E2       D#3 G#3                  G#5 G#5
46.3.79    163.70   G#5        G#2          D#3 G#3                  G#5
46.3.90    163.80   G#7        G#2          F#3 C4                   A#5 G#5
46.4.02    163.90   G#7        F#3 G#2      C4                       A#5 G#5
46.4.13    164.00   G#7        F#3 G#2      C4                       A#5 G#5
46.4.24    164.10   G#7        F#3 G#2      C4                       G#5 G#5
46.4.35    164.20   G#7        F#3 G#2      C4 C3                    G#5 G#5
46.4.46    164.30   G#7        F#3 G#2      C3 C4                    G#5 G#5
46.4.58    164.40   G          G2 F#3       D3 B3 G4 A3 C4           G#5 F5
46.4.69    164.50   G          G2 F#3       D3 B3 G4 A3              G#5 F5
46.4.80    164.60   G          G2 F#3       D3 B3 G3 A3              G#5
46.4.91    164.70   G          G2 F#3       D3 B3 G3                 A5 E5
47.1.02    164.80   G          G2 F#3       D3 B3 B4 G4              A5 E5
47.1.13    164.90   G          G2 F#3       D3 B3 A3 B4 A#4 G4       A5 E5
47.1.25    165.00   G          G2           D3 B3 A3 F#3 G4          F#5
47.1.36    165.10   G          G2           D3 F#3 A#4 B3            F#5 F#5
47.1.47    165.20   G          G2           B3 D3 F#3                F#5 F#5
47.1.58    165.30   G          B2 G2        G3 G4 D4 B3              F#5 D5
47.1.69    165.40   G          B1 B2        G3 D4 B3                 D5 A4
47.1.80    165.50   G          B1 B2        D3 G3 D4 B3              D5 A4
47.1.92    165.60   G          B2 G2        D3 D4 G3 B3              D5 A4
47.2.03    165.70   G          G2 B2        D3 D4 B3 G3              D5 A4
47.2.14    165.80   G          G2 B2        D3 D4 G3                 A4
47.2.25    165.90   G          B2 G2        D3 D4 G3                 A4
47.2.36    166.00   G          B2 G2        D4 G3                    D5 A4
47.2.47    166.10   G          B2           D4 B3 G3 A#4             B5 D5
47.2.59    166.20   E5         B2           D3 D4 E3 B3 A#4          B5 D5
47.2.70    166.30   E5         B2           D3 D4 E3 B3              B5 B5
47.2.81    166.40   Bm         B2           D3 D4 B3                 B5 B5
47.2.92    166.50   Bm         B2           D3 D4 F#4 B3             B5 B5
47.3.03    166.60   B5         B2           F#4                      B5 D5
47.3.14    166.70   Bm         B2           D3                       B5 D5
47.3.26    166.80   E5         B2           D3 D4 E4                 D5 D5
47.3.37    166.90   E5         B2           E3 D3 D4                 D5 D5
47.3.48    167.00   Emin7      -            E3 D4                    F#4 D5
47.3.59    167.10   -          -            E3                       F#4 D5
47.3.70    167.20   -          E2           -                        D5 F#4
47.3.81    167.30   F#min7     F#2          E4                       -
47.3.93    167.40   Em         G3           E4 G4                    -
47.4.04    167.50   Em         G3           E3                       D5 G4
47.4.15    167.60   G5         G2 G3        E3 D4                    D5 G4
47.4.26    167.70   G5         G2 G3        E3 D4                    D5 G4
47.4.37    167.80   G5         G2 G3        E3 E4 D4                 -
47.4.48    167.90   Edim       -            A#3 G3 C4 E3 D4          G4
47.4.59    168.00   F5         F2 C3        A#3 D4 C4                C5 C5
47.4.71    168.10   F5         F2 C3        A#3 D4 C4                D5 C5
47.4.82    168.20   Csus2      C3           D4 A#3                   D5 D5
47.4.93    168.30   C5         C3           A#3 D4 G4                D5 D5
48.1.04    168.40   Daug       -            D3 D4 A#3                D5
48.1.15    168.50   Dm         F2           D3 E3 A4                 F4 F4
48.1.27    168.60   Am         F2 A1        D3 E3 C4                 A4 F4
48.1.38    168.70   Am         F2 A1        E3 C3 C4                 C5 A4
48.1.49    168.80   C          -            C3 E3 C4                 C5 C5
48.1.60    168.90   -          -            C4                       C5 C5
48.1.71    169.00   -          -            C4                       C5 C5
48.1.82    169.10   Csus2      C2           D3 C4                    C5 C5
48.1.94    169.20   A#         F2 C2        A#3 D3 C4                C5 C5
48.2.05    169.30   Am         E2 C2        A#3 A4 C4                C5 A#4
48.2.16    169.40   Edim       E2           A#3 C4                   C5 A#4
48.2.27    169.50   A#         E2           A#3 D3 F3 C4             C5 C5
48.2.38    169.60   A#         E2           A#3 D3 F3 C4             C5 C5
48.2.49    169.70   Emin7b5    E2           A#3 D3 C4                C5 C5
48.2.61    169.80   Emin7      E2           D3                       D5 C5
48.2.72    169.90   Daug       -            D3 A#3 D4                D5 C5
48.2.83    170.00   Daug       -            D3 A#3 D4                F5 D5
48.2.94    170.10   D5         -            D3 A#3 D4 A3             F5 D5
48.3.05    170.20   A5         E2 A1        D3 D4 A#3 A3             A5 F5
48.3.16    170.30   A5         E2 A1        D3 D4 A#3 A3             A5 F5
48.3.28    170.40   D5         -            D3 D4 A#3 A3             A5 F5
48.3.39    170.50   -          -            D3 D4                    F5 F5
48.3.50    170.60   G5         G2           D3 D4                    F5 D5
48.3.61    170.70   Dm         F2           D3 D4                    D5 C5
48.3.72    170.80   Gm         F2 G2        D3 A#3 D4                D5 C5
48.3.83    170.90   A#         F2           A#3 D3 D4                D5 C5
48.3.94    171.00   Emin7b5    E2           A#3 D3 D4                D5 D5
48.4.06    171.10   Daug       -            D3 A#3 D4                D5 D5
48.4.17    171.20   Edim       E2 G2        D3 A#3 D4 G4             D5 D5
48.4.28    171.30   Edim       E2 G2        D3 A#3 D4 G3             D5 D5
48.4.39    171.40   Edim       E2           D3 F#4 A#3 G3            D5 A#4
48.4.50    171.50   D          D2           D3 F#4 A3                A#4 A#4
48.4.62    171.60   D          D2           D3 F#4 A3                A#4
48.4.73    171.70   D          D2           D3 F#4 F#3 A3            -
48.4.84    171.80   D          D2           D3 F#3 F#4 A3            -
48.4.95    171.90   D5         A2 D2        D3 A3                    F#4
49.1.06    172.00   D5         A2 D2        D3 A3                    G5 F#4
49.1.17    172.10   D5         A2 D2        D3 A3 A4                 G5 C#5
49.1.29    172.20   D5         A2 D2        D3 D#3 A3                G5 C#5
49.1.40    172.30   D5         A2           C#4 D3 A3                C#5
49.1.51    172.40   D          E3           C#4 F#3 D3 A3            B5 D5
49.1.62    172.50   D          E2 E3        C#4 F#3 D3 C#3 A3        B5 D5
49.1.73    172.60   F#m        E2 E3        C#3 C#4 F#3 A3           B5 D5
49.1.84    172.70   F#m        E2 E3        C#3 A3 C#4 F#3           B5 D5
49.1.96    172.80   F#m        E3 F#3       A3 A4 C#4                B5 D5
49.2.07    172.90   F#m        E3 F#3       A3 C#3 C#4               B5 D5
49.2.18    173.00   D          E3           A3 D3 C#4 F#3            D5 B4
49.2.29    173.10   F#m        E3           A3 C#3 F#3 C#4           B4 A4
49.2.40    173.20   F#m        E3 F#3       C#3 C#4 A3               B4 A4
49.2.51    173.30   F#         E3 F#3       C#3 C#4 A#3              C#5
49.2.62    173.40   F#         E3 F#3       C#3 C#4 D3 A#3           E5 C#5
49.2.74    173.50   D          E3 F#3       D3 C#4 A3                E5 C#5
49.2.85    173.60   F#m        E3 F#3       C#4 A3                   E5 F#4
49.2.96    173.70   F#m        E3 F#3       C#4 A3                   E5 F#4
49.3.07    173.80   F#m        E3 E2        C#4 F#3 A3               -
49.3.18    173.90   F#5        E2 E3        C#4 C#3 F#3              F#4 E5
49.3.29    174.00   F#5        E3           D3 C#3 C#4 F#3           F#4 E5
49.3.41    174.10   F#5        F#2 E3       C#3 C#4 D3 F#3           E5 E5
49.3.52    174.20   F#5        F#2 E3       C#3 C#4 F#3 D3           D5 E5
49.3.63    174.30   F#m        E3 F#3       C#3 C#4 A3               E5 E5
49.3.74    174.40   F#m        E3 F#3       C#3 C#4 B3 A3            E5 D5
49.3.85    174.50   F#m        E3           F#3 B3 A3 C#3 C#4        F#5 E5
49.3.97    174.60   B5         B1 B2        E3 F#3 B3 A3 C#3         F#5 E5
49.4.08    174.70   B5         B1 B2        F#3 E3 B3 A3 C#3         F#5 E5
49.4.19    174.80   B5         B2           G#4 A3 B3 E3 F#3         E5 E5
49.4.30    174.90   A#5        A#2 B2       F4 G#3 A3 A#4            E5 E5
49.4.41    175.00   A#maj7     A#2          G#3 A#4 A3               E5 E5
49.4.52    175.10   Gm         A#2          G4 G#3 A3 A#4            E5 D5
49.4.64    175.20   Amin7      A2           G3 A3                    D5 D5
49.4.75    175.30   Amin7      A2           G3 A3                    D5 C5
49.4.86    175.40   Amin7      A2           G3 A3                    D5 C5
49.4.97    175.50   Amin7      A2           G3 A3                    C5 C5
50.1.08    175.60   Am         A2           E3 G3 C4                 C5 C5
50.1.19    175.70   Am         A2           E3 G3 C4 B3              C5 G4
50.1.31    175.80   Am         A2           E3 G3 C4 B3              C5 G4
50.1.42    175.90   Am         A2 G3        E3 C4 B3                 C5 G4
50.1.53    176.00   Am         A2           E3 C4 G3 B3              C5 G4
50.1.64    176.10   C5         A2           G3 C4                    C5
50.1.75    176.20   C5         A2           G3 C4                    C5 B4
50.1.86    176.30   Am         A2           E3 C4 G3                 C5 B4
50.1.97    176.40   Am         A2           E3 B3 C4 G3              E4 B4
50.2.09    176.50   Am         A1 A2        E3 B3 G3 C4              E4 B4
50.2.20    176.60   Am         A2           E3 B3 G3 C4              A5 F#5
50.2.31    176.70   Am         A2           E3 B3 G3 C4              A5 F#5
50.2.42    176.80   F          A2 F2        E3 B3 G3 C4              A5 F#5
50.2.53    176.90   F          F2 A2        C3 G3 D3 E3 B3           B5 A5
50.2.65    177.00   F5         F2 D3        G3 C4 E3                 B5 A5
50.2.76    177.10   F5         F2 D3        G3 C4                    B5
50.2.87    177.20   F5         F2 D3        G3 C4                    B5 D5
50.2.98    177.30   F5         F#3 F2       C4                       B5 D5
50.3.09    177.40   F#maj7?    F#3 F2       -                        B5 A#5
50.3.20    177.50   D          F#3          D3 A4                    B5 A#5
50.3.32    177.60   G5         F#3          D3 G3                    B5 A5
50.3.43    177.70   G5         F#3 G2       D3 G3                    B5 A5
50.3.54    177.80   G5         G2 F#3       D3 G3                    B5 A5
50.3.65    177.90   G#5        G2 F#3       D#3 G#3 G3               A4 F6
