# Fused Transcription: best_part.mp3
# Duration: 271.44s
# BPM: 67
# Time Signature: 4/4
# Total Bars: 72
# Total Notes: 1835

Bar    Beat     Dur    Note     Role     Vel
54     4.50     0.25   D5       melody   0.86
54     4.50     0.75   E3       chord    0.32

55     1.00     0.25   D5       melody   0.86
55     1.00     0.25   G3       chord    0.75
55     1.00     0.25   B2       bass     1.00
55     1.50     0.75   D6       melody   1.00
55     1.50     2.00   A5       melody   0.64
55     1.50     0.50   D5       melody   0.87
55     1.50     1.50   G3       chord    0.68
55     1.50     3.00   D3       chord    0.40
55     1.50     2.00   D3       chord    0.62
55     1.50     1.50   B2       bass     1.00
55     1.50     1.00   B2       bass     1.00
55     2.50     1.00   A5       melody   1.00
55     2.50     0.25   D5       melody   0.49
55     2.50     1.50   D3       chord    0.58
55     2.50     0.25   B2       bass     1.00
55     3.00     0.75   G5       melody   0.52
55     3.00     0.50   F#5      melody   1.00
55     3.00     1.00   B3       chord    0.48
55     3.00     0.75   G3       chord    0.74
55     3.50     0.25   D5       melody   1.00
55     3.50     0.25   A3       chord    0.48
55     4.00     0.25   F5       melody   1.00
55     4.00     1.50   E5       melody   1.00
55     4.00     1.00   E5       melody   0.61
55     4.00     2.00   F2       bass     0.64
55     4.50     1.00   D5       melody   0.99

56     1.00     0.75   D5       melody   0.87
56     1.00     0.25   D5       melody   0.31
56     1.00     1.00   C5       melody   1.00
56     1.00     0.75   C5       melody   1.00
56     1.00     2.00   A#3      chord    0.77
56     1.00     0.75   D#3      chord    0.37
56     1.00     0.25   D3       chord    0.46
56     1.00     1.50   F2       bass     0.87
56     2.00     0.50   A#4      melody   1.00
56     2.00     1.50   A4       melody   0.83
56     2.00     2.00   C4       chord    0.66
56     2.00     0.50   F3       chord    0.63
56     2.00     3.00   D3       chord    0.71
56     2.50     1.00   G4       melody   0.39
56     2.50     1.50   D4       chord    1.00
56     2.50     1.50   A#3      chord    0.72
56     2.50     1.00   A3       chord    0.59
56     3.00     1.50   F2       bass     1.00
56     3.50     0.25   D5       melody   0.32
56     3.50     1.00   G4       melody   0.33
56     3.50     0.50   C4       chord    0.34
56     3.50     3.00   A3       chord    0.40
56     4.00     0.75   D5       melody   0.76
56     4.00     0.75   G4       melody   0.86
56     4.00     0.75   F#4      chord    0.72
56     4.00     0.75   E4       chord    0.74
56     4.00     1.00   C#4      chord    0.96
56     4.00     2.00   A3       chord    0.71
56     4.50     0.25   C3       bass     0.85

57     1.00     0.25   B5       melody   0.67
57     1.00     1.00   D5       melody   1.00
57     1.00     0.25   B4       melody   0.51
57     1.00     1.50   A3       chord    0.59
57     1.00     1.00   F#3      bass     0.67
57     1.00     3.00   E3       chord    0.72
57     1.00     0.50   D3       chord    0.66
57     1.00     0.50   C#3      chord    0.44
57     1.50     1.50   B4       melody   0.36
57     1.50     0.25   A4       chord    1.00
57     2.00     0.75   B4       melody   0.95
57     2.00     0.50   A4       melody   0.46
57     2.00     0.50   A1       bass     1.00
57     2.50     0.50   F#2      bass     1.00
57     3.00     0.75   E4       melody   1.00
57     3.00     0.50   D4       chord    1.00
57     3.00     1.50   B3       chord    0.40
57     3.00     0.50   A3       chord    0.57
57     3.50     0.50   F#4      melody   0.69
57     3.50     1.50   F4       melody   1.00
57     3.50     0.50   B3       chord    0.43
57     3.50     0.50   G#3      chord    0.32
57     4.00     0.75   G#4      melody   0.33
57     4.00     0.75   F4       melody   1.00
57     4.00     0.75   E4       chord    1.00
57     4.00     1.00   C4       chord    0.72
57     4.00     2.00   G3       chord    0.54

58     1.00     1.00   D5       melody   1.00
58     1.00     0.25   G4       chord    1.00
58     1.00     0.50   E3       chord    0.76
58     1.00     0.50   C3       chord    0.41
58     1.50     0.25   B5       melody   0.87
58     1.50     0.75   D5       melody   1.00
58     1.50     1.00   G3       chord    0.57
58     1.50     0.25   C3       chord    0.33
58     1.50     1.00   A2       bass     1.00
58     2.00     0.25   A4       melody   0.61
58     2.00     1.50   E3       chord    0.33
58     2.50     0.25   B4       melody   0.72 (tie)
58     2.50     0.25   A4       melody   0.65
58     2.50     0.25   G4       melody   0.32
58     2.50     0.25   F#4      melody   0.65
58     2.50     1.00   E3       chord    0.50
58     2.50     0.25   C3       chord    0.36
58     2.50     0.75   G2       bass     0.93
58     2.50     0.25   F2       bass     1.00
58     3.00     0.75   E3       chord    0.47
58     3.00     0.25   G2       bass     1.00
58     3.50     0.50   D5       melody   0.90
58     3.50     0.25   C#5      melody   0.54
58     3.50     0.25   D3       chord    1.00 (tie)
58     3.50     0.25   E2       bass     1.00
58     4.00     0.25   D5       melody   1.00
58     4.00     0.25   C#5      melody   0.54
58     4.00     1.50   F#4      melody   0.85
58     4.50     1.00   C#5      melody   0.60
58     4.50     1.00   B4       chord    0.57
58     4.50     1.50   D3       chord    0.76
58     4.50     2.00   G2       bass     1.00

59     1.50     0.25   B4       melody   1.00
59     1.50     0.50   D4       chord    0.53
59     2.00     0.25   B5       melody   0.86
59     2.00     0.25   E5       melody   0.35
59     2.00     0.25   A4       chord    0.73
59     2.00     0.25   D3       chord    0.58
59     2.00     0.25   G2       bass     1.00
59     2.50     0.50   F#5      melody   1.00
59     2.50     0.75   E5       melody   1.00
59     2.50     0.25   A3       chord    0.39
59     2.50     0.50   A3       chord    0.54
59     2.50     1.50   F#3      bass     0.88
59     2.50     1.50   D3       chord    0.81
59     3.00     1.00   B5       melody   1.00
59     3.00     1.00   D5       melody   1.00
59     3.00     0.25   B4       chord    0.42
59     3.00     1.00   B3       chord    0.33
59     3.00     2.00   A3       chord    0.61
59     3.00     1.00   F#3      bass     1.00
59     3.00     1.00   D3       chord    0.44
59     3.50     0.75   D5       melody   0.61
59     3.50     1.00   B4       melody   1.00
59     3.50     1.50   A3       chord    0.61
59     3.50     0.75   F#3      bass     1.00
59     3.50     1.00   D3       chord    0.50
59     4.00     0.50   C5       melody   1.00
59     4.00     0.25   C3       chord    0.50
59     4.00     0.25   F#2      bass     1.00
59     4.50     0.25   C5       melody   1.00
59     4.50     0.25   A#4      melody   1.00
59     4.50     0.25   C4       chord    0.73
59     4.50     0.50   A3       chord    0.61
59     4.50     1.50   D3       chord    0.93
59     4.50     0.50   C#2      bass     1.00

60     1.00     0.25   C6       melody   0.80
60     1.00     0.25   E2       bass     1.00
60     1.50     0.75   A#6      melody   1.00
60     1.50     1.00   A6       melody   0.70
60     1.50     0.25   A#3      chord    0.58
60     1.50     0.25   D3       chord    0.70
60     2.00     0.25   A6       melody   1.00
60     2.00     0.25   C6       melody   0.85
60     2.00     0.75   C2       bass     1.00
60     2.00     0.25   C2       bass     1.00
60     2.50     0.50   A#5      melody   1.00
60     2.50     1.00   A5       melody   1.00
60     2.50     0.25   F2       bass     1.00
60     3.00     0.25   A#5      melody   1.00
60     3.00     0.25   A5       melody   0.44
60     3.00     0.25   A#3      chord    0.44
60     3.00     0.25   F#3      chord    0.43
60     3.00     0.25   F3       bass     1.00
60     3.00     0.25   D3       chord    0.81
60     3.50     0.25   C5       melody   0.84
60     3.50     1.00   A#4      melody   1.00
60     3.50     0.75   A#2      bass     1.00
60     4.00     1.00   C5       melody   0.67
60     4.00     0.75   A#4      melody   0.78
60     4.00     0.25   F4       melody   1.00
60     4.00     0.75   C4       chord    1.00
60     4.00     3.00   A3       chord    0.39
60     4.00     0.25   C3       chord    0.47
60     4.50     0.50   E5       melody   0.42
60     4.50     2.00   A3       chord    1.00
60     4.50     2.00   D3       chord    0.38

61     1.00     1.50   A3       chord    0.78
61     1.00     3.00   F#3      chord    0.93
61     1.00     0.50   E3       chord    0.67
61     1.00     1.00   D3       chord    0.77
61     1.50     0.50   C#5      melody   0.34
61     2.00     2.00   D5       melody   1.00
61     2.00     0.50   B4       melody   0.44
61     2.00     0.25   D3       chord    0.81 (tie)
61     2.50     0.25   B5       melody   0.65
61     2.50     1.50   D5       melody   0.78
61     2.50     0.25   A4       chord    1.00
61     2.50     0.25   D3       chord    0.45
61     2.50     0.25   E2       bass     1.00
61     2.50     0.50   E2       bass     0.86
61     3.00     0.50   F#4      melody   1.00
61     3.00     0.25   E4       melody   1.00
61     3.00     1.00   D3       chord    0.66
61     3.50     0.25   D5       melody   0.92
61     3.50     0.25   A3       chord    0.59
61     3.50     0.75   F#3      bass     0.79
61     3.50     0.75   D3       chord    0.59
61     4.00     0.50   C#5      melody   0.74
61     4.00     0.25   A4       melody   0.31
61     4.00     0.25   F4       chord    1.00
61     4.00     0.50   D4       chord    0.91
61     4.00     0.50   B3       chord    0.43
61     4.00     0.25   G#3      chord    0.63
61     4.50     1.50   C#5      melody   0.65
61     4.50     0.25   C5       melody   1.00
61     4.50     0.25   A#4      chord    0.54
61     4.50     0.25   C#3      chord    0.79
61     4.50     0.25   A#2      bass     1.00

62     1.00     1.00   E4       chord    1.00
62     1.00     1.50   A3       chord    0.60
62     2.00     0.50   D5       melody   0.83
62     2.00     0.50   B4       melody   0.90
62     2.00     0.50   A#4      chord    0.42
62     2.00     0.75   G4       chord    1.00
62     2.00     1.50   G3       chord    0.52
62     2.00     0.25   E3       chord    0.56
62     2.00     0.25   D3       chord    0.36
62     2.00     0.25   C#3      chord    0.50
62     2.00     1.00   A2       bass     1.00
62     2.50     0.25   B5       melody   0.66
62     2.50     1.50   E5       melody   0.33
62     2.50     0.25   C3       chord    1.00
62     3.00     0.25   F#5      melody   0.94
62     3.00     1.00   E5       melody   0.66
62     3.00     0.75   C4       chord    0.83
62     3.00     0.75   G3       chord    0.73
62     3.00     0.25   F2       bass     0.64 (tie)
62     3.50     1.00   D5       melody   0.83
62     3.50     0.75   A4       chord    0.38
62     3.50     1.50   F#3      bass     1.00
62     3.50     0.50   E3       chord    0.36
62     3.50     0.75   A2       bass     1.00
62     4.00     0.25   B5       melody   0.49
62     4.00     0.50   D5       melody   1.00
62     4.00     1.00   F#3      bass     1.00
62     4.50     0.75   C5       melody   1.00
62     4.50     0.25   C5       melody   0.62
62     4.50     0.25   D#4      chord    1.00
62     4.50     0.50   G#3      chord    0.68
62     4.50     0.25   D#3      chord    1.00
62     4.50     0.25   G#2      bass     1.00
62     5.00     0.25   C5       melody   0.55 (tie)
62     5.00     0.25   C5       melody   0.65
62     5.00     0.25   B3       chord    0.52
62     5.00     1.50   B3       chord    0.52
62     5.00     0.25   G3       chord    1.00
62     5.00     0.25   G3       chord    0.78
62     5.00     1.50   E3       chord    0.57
62     5.00     0.25   D#3      chord    0.81 (tie)
62     5.00     0.25   D3       chord    1.00
62     5.00     4.00   D3       chord    1.00

63     1.50     0.75   D5       melody   1.00
63     1.50     0.25   A4       melody   0.47
63     1.50     0.50   A4       melody   0.62
63     1.50     0.50   G4       chord    0.95
63     1.50     2.00   D4       chord    1.00
63     1.50     0.75   F#3      bass     0.34 (tie)
63     2.00     1.00   F#5      melody   0.63
63     2.00     0.50   B4       melody   1.00
63     2.50     0.50   A5       melody   0.97
63     2.50     0.50   F#5      melody   1.00
63     2.50     0.25   E3       chord    0.48
63     2.50     0.25   G2       bass     0.54
63     3.00     0.25   E5       melody   1.00
63     3.00     2.00   B3       chord    0.36
63     3.00     0.50   A3       chord    0.35
63     3.50     0.75   B5       melody   0.67
63     3.50     0.25   F#5      melody   0.87
63     3.50     0.25   B1       bass     0.40
63     4.00     0.50   A5       melody   1.00
63     4.00     0.25   B4       chord    0.64
63     4.00     1.00   D4       chord    0.94
63     4.00     0.50   F2       bass     0.30
63     4.50     1.00   D5       melody   1.00
63     4.50     0.75   D5       melody   1.00
63     4.50     0.50   B4       chord    1.00
63     4.50     0.50   G4       chord    0.70
63     4.50     0.50   D3       chord    0.77
63     4.50     0.50   G2       bass     1.00

64     1.00     0.50   F5       melody   1.00
64     1.00     0.50   A#3      chord    0.34
64     1.00     1.50   A3       chord    0.30
64     1.00     1.00   F3       chord    1.00
64     1.50     0.25   F5       melody   1.00
64     1.50     0.50   E5       melody   0.61
64     1.50     0.25   E5       melody   0.90
64     1.50     0.75   C5       melody   0.73
64     1.50     0.25   A#4      chord    0.56
64     1.50     0.25   A#3      chord    0.38
64     1.50     0.75   F3       chord    1.00
64     1.50     0.75   F3       chord    0.99
64     1.50     0.50   A#2      bass     1.00
64     2.00     0.25   G4       melody   0.36
64     2.00     0.25   F#4      chord    0.55
64     2.00     3.00   D4       chord    1.00
64     2.00     2.00   D3       chord    0.55
64     2.00     0.25   C3       chord    0.33
64     2.00     0.25   A2       bass     1.00
64     2.50     0.50   A#4      melody   0.33
64     2.50     0.25   A#4      melody   0.33
64     2.50     0.75   A4       melody   1.00
64     2.50     0.50   A4       melody   0.66
64     2.50     3.00   D4       chord    0.96
64     3.00     0.25   A4       melody   0.32
64     3.00     0.75   G4       melody   0.66
64     3.00     1.50   D3       chord    0.62
64     3.00     0.25   B2       bass     0.54
64     3.50     0.25   D5       melody   0.67
64     3.50     0.25   E4       melody   1.00
64     3.50     3.00   A#3      chord    0.70
64     3.50     3.00   A#3      chord    0.59
64     3.50     0.75   D3       chord    0.65
64     4.00     0.75   F4       chord    1.00
64     4.00     1.50   E4       melody   1.00
64     4.00     1.50   D4       chord    0.49
64     4.00     1.50   C4       chord    0.74
64     4.50     0.50   A1       bass     0.38

65     1.00     0.50   C5       melody   0.32
65     1.00     0.50   E3       chord    0.41
65     1.50     0.75   A#4      melody   0.65
65     1.50     1.00   D3       chord    0.88
65     1.50     1.00   F2       bass     0.40
65     2.00     0.75   B4       melody   0.63
65     2.00     0.75   A2       bass     1.00
65     2.50     1.00   D5       melody   1.00
65     2.50     0.50   B4       melody   0.43
65     2.50     0.75   A1       bass     0.66
65     3.00     0.50   A4       chord    1.00
65     3.00     0.75   G4       melody   0.64
65     3.00     0.50   D3       chord    0.31
65     3.50     0.50   D5       melody   0.33
65     3.50     0.50   B4       melody   0.58
65     3.50     0.25   A4       melody   0.65 (tie)
65     3.50     1.50   F#4      melody   0.37
65     3.50     2.00   F#3      bass     0.96
65     3.50     1.00   B1       bass     0.32
65     4.50     1.00   F#3      bass     0.78
65     4.50     0.50   D3       chord    0.57

66     1.00     0.50   D5       melody   0.31
66     1.00     0.25   G4       melody   0.72
66     1.00     1.00   E4       melody   1.00
66     1.00     0.50   D4       chord    1.00
66     1.00     2.00   G3       chord    0.50
66     1.00     0.75   F#3      bass     1.00
66     1.50     1.00   C4       chord    0.82
66     1.50     1.00   A3       chord    0.66
66     1.50     0.75   E3       chord    0.64
66     1.50     1.00   D3       chord    0.71
66     2.50     0.75   D5       melody   1.00
66     2.50     0.25   B4       melody   0.84
66     2.50     0.25   E4       melody   0.40
66     2.50     0.25   C4       chord    0.41
66     2.50     0.25   A3       chord    0.80
66     2.50     1.50   G3       chord    0.71
66     2.50     0.25   D3       chord    0.39
66     2.50     0.25   F2       bass     1.00
66     3.00     3.00   B4       melody   0.42
66     3.00     0.25   A3       chord    0.62
66     3.00     2.00   E3       chord    0.42
66     3.00     1.50   D3       chord    0.37
66     3.50     0.50   B5       melody   1.00
66     3.50     0.25   E4       chord    0.99
66     3.50     0.75   C3       chord    0.38
66     4.00     1.50   B4       melody   0.77
66     4.00     0.75   F#2      bass     0.89
66     4.50     1.00   D5       melody   1.00
66     4.50     1.00   B4       melody   0.33
66     4.50     1.00   C4       chord    1.00
66     4.50     0.75   G#3      chord    0.75
66     4.50     0.25   E3       chord    0.50
66     4.50     0.75   D#3      chord    0.47
66     4.50     0.25   F#2      bass     1.00

67     1.50     1.00   F#4      melody   0.73
67     2.00     0.75   G4       melody   0.38
67     2.00     0.75   F#4      melody   0.58
67     2.00     1.50   E3       chord    0.65
67     2.00     1.00   G2       bass     1.00
67     2.50     1.50   D5       melody   0.47
67     2.50     0.25   A4       melody   1.00
67     3.00     1.00   B5       melody   0.42
67     3.00     0.50   F#2      bass     1.00
67     3.50     0.25   D5       melody   0.49
67     3.50     0.25   A#4      chord    1.00
67     3.50     1.50   G3       chord    0.61
67     3.50     1.50   F#3      bass     1.00
67     3.50     0.25   E3       chord    0.31
67     3.50     2.00   D3       chord    0.53
67     4.00     1.00   E3       chord    0.52
67     4.00     2.00   G2       bass     1.00
67     4.50     3.00   D4       chord    0.36

68     1.00     2.00   D5       melody   0.87
68     1.00     0.75   D3       chord    0.39
68     1.00     1.00   G2       bass     1.00
68     1.50     0.50   A5       melody   0.92
68     1.50     2.00   D5       melody   1.00
68     1.50     0.25   D3       chord    0.46
68     1.50     0.50   G2       bass     1.00
68     2.50     1.00   D5       melody   1.00
68     2.50     0.50   D5       melody   0.36
68     2.50     1.00   A#4      chord    0.34
68     2.50     0.50   A4       melody   0.44
68     2.50     0.50   G3       chord    0.84
68     2.50     1.00   D3       chord    0.68
68     2.50     0.50   D3       chord    0.56
68     2.50     1.00   A#2      bass     1.00
68     2.50     0.50   A#2      bass     1.00
68     3.50     1.50   D5       melody   0.34
68     3.50     4.00   A#3      chord    0.72
68     3.50     1.50   D3       chord    0.83
68     3.50     0.25   A1       bass     0.68
68     4.00     0.75   D5       melody   0.55
68     4.00     0.75   D4       chord    0.97
68     4.00     4.00   A#3      chord    0.60
68     4.00     4.00   A3       chord    0.71
68     4.50     0.75   F4       chord    0.51

69     1.50     1.50   D5       melody   0.51
69     1.50     1.50   E4       melody   1.00
69     1.50     3.00   D4       chord    0.88
69     1.50     3.00   A#3      chord    0.57
69     1.50     4.00   A3       chord    0.92
69     3.00     2.00   A4       melody   0.39
69     3.00     1.00   G4       melody   1.00
69     3.00     1.00   F3       chord    0.62
69     3.00     1.00   A#2      bass     1.00
69     4.00     1.00   A#4      melody   1.00
69     4.00     1.00   C#4      chord    0.67
69     4.00     1.00   A3       chord    0.64
69     4.00     2.00   F#3      chord    0.89

70     1.00     0.50   C#5      melody   0.57
70     1.00     0.25   D4       chord    0.55 (tie)
70     1.50     0.25   F#4      melody   1.00
70     1.50     2.00   D3       chord    0.56
70     1.50     0.50   B1       bass     0.34
70     2.00     4.00   D5       melody   0.96
70     2.00     4.00   D5       melody   1.00
70     2.00     1.50   A4       melody   1.00
70     2.00     1.00   A4       melody   0.89
70     2.00     1.50   G3       chord    0.72
70     2.00     1.50   D3       chord    0.48
70     2.00     0.50   A2       bass     0.31
70     2.50     0.75   B4       chord    0.57
70     3.00     0.50   B5       melody   0.66
70     3.50     1.50   A#4      chord    0.31
70     3.50     4.00   A4       melody   1.00
70     3.50     0.50   D4       chord    0.82
70     3.50     2.00   A#2      bass     1.00
70     3.50     0.25   F2       bass     0.93
70     4.00     3.00   D5       melody   0.47
70     4.00     4.00   F3       chord    0.58
70     4.00     4.00   D3       chord    0.50

71     1.50     2.00   D5       melody   0.65
71     1.50     3.00   D4       chord    1.00
71     1.50     2.00   D3       chord    0.69
71     1.50     2.00   F2       bass     1.00
71     1.50     2.00   F2       bass     0.96
71     2.00     4.00   A3       chord    1.00 (tie)
71     2.00     1.50   D3       chord    0.74
71     3.50     0.25   D#6      melody   0.72
71     3.50     0.25   F#5      melody   1.00
71     3.50     1.00   F2       bass     1.00
71     3.50     0.25   C2       bass     1.00
71     4.00     0.75   D5       melody   0.94
71     4.00     0.50   D5       melody   1.00
71     4.00     4.00   B3       chord    0.34
71     4.00     4.00   A3       chord    0.55
71     4.00     2.00   F3       chord    0.63
71     4.00     2.00   E3       chord    0.47
71     4.00     4.00   D3       chord    0.57
71     4.00     4.00   D3       chord    0.57
71     4.50     4.00   B3       chord    0.77
71     4.50     4.00   D3       chord    0.48

72     2.00     4.00   D4       chord    0.65
72     2.00     4.00   B3       chord    0.96
72     2.00     4.00   A3       chord    0.59
72     2.00     4.00   D3       chord    0.71
72     3.00     4.00   B4       chord    0.76
72     3.00     4.00   D4       chord    0.79
72     3.00     4.00   A3       chord    0.80
72     3.00     4.00   F3       chord    0.88
