# Fused Transcription: best_part.mp3
# Duration: 271.44s
# BPM: 67
# Time Signature: 4/4
# Total Bars: 72
# Total Notes: 1835

Bar    Beat     Dur    Note     Role     Vel
55     2.25     0.50   B5       melody   0.87
55     2.25     0.25   A#5      melody   1.00
55     2.75     0.25   D5       melody   0.86
55     2.75     0.25   G3       chord    0.75
55     2.75     0.25   B2       bass     1.00
55     3.00     0.50   D5       melody   0.87
55     3.00     1.50   G3       chord    0.68
55     3.00     3.00   D3       chord    0.40
55     3.00     1.50   B2       bass     1.00
55     3.25     0.75   D6       melody   1.00
55     3.25     2.00   A5       melody   0.64
55     3.25     2.00   D3       chord    0.62
55     3.25     1.00   B2       bass     1.00
55     4.00     1.00   A5       melody   1.00
55     4.00     0.25   D5       melody   0.49
55     4.00     1.50   D3       chord    0.58
55     4.00     0.25   B2       bass     1.00
55     4.50     0.75   G5       melody   0.52
55     4.50     0.50   F#5      melody   1.00
55     4.50     1.00   B3       chord    0.48
55     4.50     0.75   G3       chord    0.74

56     1.25     0.25   D5       melody   1.00
56     1.25     0.25   A3       chord    0.48
56     1.50     1.50   E5       melody   1.00
56     1.75     0.25   F5       melody   1.00
56     1.75     1.00   E5       melody   0.61
56     1.75     2.00   F2       bass     0.64
56     2.00     1.00   D5       melody   0.99
56     2.50     0.75   D5       melody   0.87
56     2.50     1.00   C5       melody   1.00
56     2.50     1.50   F2       bass     0.87
56     2.75     0.25   D5       melody   0.31
56     2.75     0.75   C5       melody   1.00
56     2.75     2.00   A#3      chord    0.77
56     2.75     0.75   D#3      chord    0.37
56     2.75     0.25   D3       chord    0.46
56     3.50     0.50   A#4      melody   1.00
56     3.50     1.50   A4       melody   0.83
56     3.50     2.00   C4       chord    0.66
56     3.50     0.50   F3       chord    0.63
56     3.50     3.00   D3       chord    0.71
56     4.00     1.00   G4       melody   0.39
56     4.00     1.50   D4       chord    1.00
56     4.00     1.50   A#3      chord    0.72
56     4.00     1.00   A3       chord    0.59
56     4.75     1.50   F2       bass     1.00

57     1.00     0.25   D5       melody   0.32
57     1.00     0.50   C4       chord    0.34
57     1.25     1.00   G4       melody   0.33
57     1.25     3.00   A3       chord    0.40
57     1.50     0.75   D5       melody   0.76
57     1.50     0.75   G4       melody   0.86
57     1.50     0.75   F#4      chord    0.72
57     1.50     0.75   E4       chord    0.74
57     1.50     1.00   C#4      chord    0.96
57     1.50     2.00   A3       chord    0.71
57     2.25     0.25   C3       bass     0.85
57     2.50     0.25   B4       melody   0.51
57     2.50     1.50   A3       chord    0.59
57     2.50     3.00   E3       chord    0.72
57     2.50     0.50   D3       chord    0.66
57     2.75     0.25   B5       melody   0.67
57     2.75     1.00   D5       melody   1.00
57     2.75     1.00   F#3      bass     0.67
57     2.75     0.50   C#3      chord    0.44
57     3.00     1.50   B4       melody   0.36
57     3.00     0.25   A4       chord    1.00
57     3.75     0.75   B4       melody   0.95
57     3.75     0.50   A4       melody   0.46
57     3.75     0.50   A1       bass     1.00
57     4.25     0.50   F#2      bass     1.00
57     4.50     0.75   E4       melody   1.00
57     4.50     0.50   D4       chord    1.00
57     4.50     1.50   B3       chord    0.40
57     4.75     0.50   A3       chord    0.57

58     1.25     0.50   F#4      melody   0.69
58     1.25     1.50   F4       melody   1.00
58     1.25     0.50   B3       chord    0.43
58     1.25     0.50   G#3      chord    0.32
58     1.75     0.75   G#4      melody   0.33
58     1.75     0.75   F4       melody   1.00
58     1.75     0.75   E4       chord    1.00
58     1.75     1.00   C4       chord    0.72
58     1.75     2.00   G3       chord    0.54
58     2.75     1.00   D5       melody   1.00
58     2.75     0.25   G4       chord    1.00
58     2.75     0.50   E3       chord    0.76
58     2.75     0.50   C3       chord    0.41
58     3.00     0.25   B5       melody   0.87
58     3.00     0.75   D5       melody   1.00
58     3.00     1.00   G3       chord    0.57
58     3.00     0.25   C3       chord    0.33
58     3.00     1.00   A2       bass     1.00
58     3.75     0.25   A4       melody   0.61
58     3.75     1.50   E3       chord    0.33
58     4.00     0.25   B4       melody   0.72 (tie)
58     4.00     0.25   A4       melody   0.65
58     4.00     0.25   C3       chord    0.36
58     4.00     0.25   F2       bass     1.00
58     4.25     0.25   G4       melody   0.32
58     4.25     0.25   F#4      melody   0.65
58     4.25     1.00   E3       chord    0.50
58     4.25     0.75   G2       bass     0.93
58     4.50     0.75   E3       chord    0.47
58     4.50     0.25   G2       bass     1.00

59     1.00     0.50   D5       melody   0.90
59     1.00     0.25   E2       bass     1.00
59     1.25     0.25   C#5      melody   0.54
59     1.25     0.25   D3       chord    1.00 (tie)
59     1.50     0.25   D5       melody   1.00
59     1.50     0.25   C#5      melody   0.54
59     1.75     1.50   F#4      melody   0.85
59     2.00     1.00   C#5      melody   0.60
59     2.00     1.00   B4       chord    0.57
59     2.00     1.50   D3       chord    0.76
59     2.00     2.00   G2       bass     1.00
59     3.25     0.25   B4       melody   1.00
59     3.25     0.50   D4       chord    0.53
59     3.50     0.25   B5       melody   0.86
59     3.75     0.25   E5       melody   0.35
59     3.75     0.25   A4       chord    0.73
59     3.75     0.25   D3       chord    0.58
59     3.75     0.25   G2       bass     1.00
59     4.00     0.25   A3       chord    0.39
59     4.25     0.50   F#5      melody   1.00
59     4.25     0.75   E5       melody   1.00
59     4.25     0.50   A3       chord    0.54
59     4.25     1.50   F#3      bass     0.88
59     4.25     1.50   D3       chord    0.81
59     4.50     0.25   B4       chord    0.42
59     4.75     1.00   B5       melody   1.00
59     4.75     1.00   D5       melody   1.00
59     4.75     1.00   B3       chord    0.33
59     4.75     2.00   A3       chord    0.61
59     4.75     1.00   F#3      bass     1.00
59     4.75     1.00   D3       chord    0.44

60     1.00     0.75   D5       melody   0.61
60     1.00     1.00   B4       melody   1.00
60     1.00     1.50   A3       chord    0.61
60     1.00     0.75   F#3      bass     1.00
60     1.00     1.00   D3       chord    0.50
60     1.75     0.50   C5       melody   1.00
60     1.75     0.25   C3       chord    0.50
60     1.75     0.25   F#2      bass     1.00
60     2.00     0.25   C5       melody   1.00
60     2.00     0.25   C4       chord    0.73
60     2.00     0.50   A3       chord    0.61
60     2.00     1.50   D3       chord    0.93
60     2.25     0.25   A#4      melody   1.00
60     2.25     0.50   C#2      bass     1.00
60     2.75     0.25   C6       melody   0.80
60     2.75     0.25   E2       bass     1.00
60     3.00     0.75   A#6      melody   1.00
60     3.00     1.00   A6       melody   0.70
60     3.00     0.25   A#3      chord    0.58
60     3.00     0.25   D3       chord    0.70
60     3.50     0.75   C2       bass     1.00
60     3.75     0.25   A6       melody   1.00
60     3.75     0.25   C6       melody   0.85
60     3.75     0.25   C2       bass     1.00
60     4.00     1.00   A5       melody   1.00
60     4.00     0.25   F2       bass     1.00
60     4.25     0.50   A#5      melody   1.00
60     4.75     0.25   A#5      melody   1.00
60     4.75     0.25   A5       melody   0.44
60     4.75     0.25   A#3      chord    0.44
60     4.75     0.25   F#3      chord    0.43
60     4.75     0.25   F3       bass     1.00
60     4.75     0.25   D3       chord    0.81

61     1.00     0.25   C5       melody   0.84
61     1.00     1.00   A#4      melody   1.00
61     1.00     0.75   A#2      bass     1.00
61     1.50     0.75   A#4      melody   0.78
61     1.50     0.25   F4       melody   1.00
61     1.50     0.75   C4       chord    1.00
61     1.50     3.00   A3       chord    0.39
61     1.75     1.00   C5       melody   0.67
61     1.75     0.25   C3       chord    0.47
61     2.25     0.50   E5       melody   0.42
61     2.25     2.00   A3       chord    1.00
61     2.25     2.00   D3       chord    0.38
61     2.75     1.50   A3       chord    0.78
61     2.75     3.00   F#3      chord    0.93
61     2.75     0.50   E3       chord    0.67
61     2.75     1.00   D3       chord    0.77
61     3.25     0.50   C#5      melody   0.34
61     3.75     2.00   D5       melody   1.00
61     3.75     0.50   B4       melody   0.44
61     3.75     0.25   D3       chord    0.81 (tie)
61     4.00     0.25   A4       chord    1.00
61     4.00     0.25   E2       bass     1.00
61     4.25     0.25   B5       melody   0.65
61     4.25     1.50   D5       melody   0.78
61     4.25     0.25   D3       chord    0.45
61     4.25     0.50   E2       bass     0.86
61     4.50     0.25   E4       melody   1.00
61     4.75     0.50   F#4      melody   1.00
61     4.75     1.00   D3       chord    0.66

62     1.25     0.25   D5       melody   0.92
62     1.25     0.25   A3       chord    0.59
62     1.25     0.75   F#3      bass     0.79
62     1.25     0.75   D3       chord    0.59
62     1.50     0.50   C#5      melody   0.74
62     1.50     0.25   A4       melody   0.31
62     1.50     0.50   D4       chord    0.91
62     1.50     0.50   B3       chord    0.43
62     1.75     0.25   F4       chord    1.00
62     1.75     0.25   G#3      chord    0.63
62     2.00     1.50   C#5      melody   0.65
62     2.00     0.25   C5       melody   1.00
62     2.00     0.25   A#4      chord    0.54
62     2.00     0.25   C#3      chord    0.79
62     2.00     0.25   A#2      bass     1.00
62     2.50     1.00   E4       chord    1.00
62     2.50     1.50   A3       chord    0.60
62     3.50     0.50   B4       melody   0.90
62     3.50     0.50   A#4      chord    0.42
62     3.50     1.50   G3       chord    0.52
62     3.50     0.25   D3       chord    0.36
62     3.50     1.00   A2       bass     1.00
62     3.75     0.50   D5       melody   0.83
62     3.75     0.75   G4       chord    1.00
62     3.75     0.25   E3       chord    0.56
62     3.75     0.25   C#3      chord    0.50
62     4.00     0.25   B5       melody   0.66
62     4.25     1.50   E5       melody   0.33
62     4.25     0.25   C3       chord    1.00
62     4.50     1.00   E5       melody   0.66
62     4.50     0.75   C4       chord    0.83
62     4.50     0.75   G3       chord    0.73
62     4.75     0.25   F#5      melody   0.94
62     4.75     0.25   F2       bass     0.64 (tie)
62     5.00     0.75   A2       bass     1.00

63     1.25     1.00   D5       melody   0.83
63     1.25     0.75   A4       chord    0.38
63     1.25     1.50   F#3      bass     1.00
63     1.25     0.50   E3       chord    0.36
63     1.75     0.25   B5       melody   0.49
63     1.75     0.50   D5       melody   1.00
63     1.75     1.00   F#3      bass     1.00
63     2.00     0.75   C5       melody   1.00
63     2.00     0.25   D#4      chord    1.00
63     2.00     0.50   G#3      chord    0.68
63     2.25     0.25   C5       melody   0.62
63     2.25     0.25   D#3      chord    1.00
63     2.25     0.25   G#2      bass     1.00
63     2.50     0.25   C5       melody   0.55 (tie)
63     2.50     0.25   B3       chord    0.52
63     2.50     0.25   G3       chord    1.00
63     2.50     0.25   D#3      chord    0.81 (tie)
63     2.50     0.25   D3       chord    1.00
63     2.75     0.25   C5       melody   0.65
63     2.75     1.50   B3       chord    0.52
63     2.75     0.25   G3       chord    0.78
63     2.75     1.50   E3       chord    0.57
63     2.75     4.00   D3       chord    1.00
63     3.00     0.75   D5       melody   1.00
63     3.00     0.25   A4       melody   0.47
63     3.00     0.75   F#3      bass     0.34 (tie)
63     3.25     0.50   A4       melody   0.62
63     3.25     0.50   G4       chord    0.95
63     3.25     2.00   D4       chord    1.00
63     3.75     1.00   F#5      melody   0.63
63     3.75     0.50   B4       melody   1.00
63     4.25     0.50   A5       melody   0.97
63     4.25     0.50   F#5      melody   1.00
63     4.25     0.25   E3       chord    0.48
63     4.25     0.25   G2       bass     0.54
63     4.50     2.00   B3       chord    0.36
63     4.50     0.50   A3       chord    0.35
63     4.75     0.25   E5       melody   1.00

64     1.00     0.25   F#5      melody   0.87
64     1.25     0.75   B5       melody   0.67
64     1.25     0.25   B1       bass     0.40
64     1.50     0.50   A5       melody   1.00
64     1.50     0.50   F2       bass     0.30
64     1.75     0.25   B4       chord    0.64
64     1.75     1.00   D4       chord    0.94
64     2.00     1.00   D5       melody   1.00
64     2.25     0.75   D5       melody   1.00
64     2.25     0.50   B4       chord    1.00
64     2.25     0.50   G4       chord    0.70
64     2.25     0.50   D3       chord    0.77
64     2.25     0.50   G2       bass     1.00
64     2.75     0.50   F5       melody   1.00
64     2.75     0.50   A#3      chord    0.34
64     2.75     1.50   A3       chord    0.30
64     2.75     1.00   F3       chord    1.00
64     3.00     0.25   F5       melody   1.00
64     3.00     0.50   E5       melody   0.61
64     3.00     0.25   A#3      chord    0.38
64     3.00     0.75   F3       chord    1.00
64     3.25     0.25   E5       melody   0.90
64     3.25     0.75   C5       melody   0.73
64     3.25     0.25   A#4      chord    0.56
64     3.25     0.75   F3       chord    0.99
64     3.25     0.50   A#2      bass     1.00
64     3.50     0.25   G4       melody   0.36
64     3.50     0.25   F#4      chord    0.55
64     3.50     2.00   D3       chord    0.55
64     3.50     0.25   C3       chord    0.33
64     3.75     3.00   D4       chord    1.00
64     3.75     0.25   A2       bass     1.00
64     4.00     0.50   A#4      melody   0.33
64     4.00     0.75   A4       melody   1.00
64     4.25     0.25   A#4      melody   0.33
64     4.25     0.50   A4       melody   0.66
64     4.25     3.00   D4       chord    0.96
64     4.50     0.25   A4       melody   0.32
64     4.50     0.75   G4       melody   0.66
64     4.50     1.50   D3       chord    0.62
64     4.50     0.25   B2       bass     0.54

65     1.00     0.25   E4       melody   1.00
65     1.00     3.00   A#3      chord    0.70
65     1.25     0.25   D5       melody   0.67
65     1.25     3.00   A#3      chord    0.59
65     1.25     0.75   D3       chord    0.65
65     1.50     0.75   F4       chord    1.00
65     1.50     1.50   E4       melody   1.00
65     1.50     1.50   D4       chord    0.49
65     1.50     1.50   C4       chord    0.74
65     2.00     0.50   A1       bass     0.38
65     2.50     0.50   C5       melody   0.32
65     2.50     0.50   E3       chord    0.41
65     3.00     0.75   A#4      melody   0.65
65     3.00     1.00   D3       chord    0.88
65     3.00     1.00   F2       bass     0.40
65     3.75     0.75   B4       melody   0.63
65     3.75     0.75   A2       bass     1.00
65     4.00     1.00   D5       melody   1.00
65     4.00     0.50   B4       melody   0.43
65     4.00     0.75   A1       bass     0.66
65     4.50     0.50   A4       chord    1.00
65     4.50     0.50   D3       chord    0.31
65     4.75     0.75   G4       melody   0.64

66     1.00     0.50   B4       melody   0.58
66     1.00     0.25   A4       melody   0.65 (tie)
66     1.00     2.00   F#3      bass     0.96
66     1.25     0.50   D5       melody   0.33
66     1.25     1.50   F#4      melody   0.37
66     1.25     1.00   B1       bass     0.32
66     2.00     0.50   D3       chord    0.57
66     2.25     1.00   F#3      bass     0.78
66     2.50     0.25   G4       melody   0.72
66     2.50     0.75   F#3      bass     1.00
66     2.75     0.50   D5       melody   0.31
66     2.75     1.00   E4       melody   1.00
66     2.75     0.50   D4       chord    1.00
66     2.75     2.00   G3       chord    0.50
66     3.25     1.00   C4       chord    0.82
66     3.25     1.00   A3       chord    0.66
66     3.25     0.75   E3       chord    0.64
66     3.25     1.00   D3       chord    0.71
66     4.00     0.25   B4       melody   0.84
66     4.00     0.25   C4       chord    0.41
66     4.00     0.25   A3       chord    0.80
66     4.00     1.50   G3       chord    0.71
66     4.00     0.25   D3       chord    0.39
66     4.25     0.75   D5       melody   1.00
66     4.25     0.25   E4       melody   0.40
66     4.25     0.25   F2       bass     1.00
66     4.50     3.00   B4       melody   0.42
66     4.50     0.25   A3       chord    0.62
66     4.50     2.00   E3       chord    0.42
66     4.75     1.50   D3       chord    0.37

67     1.00     0.25   E4       chord    0.99
67     1.25     0.50   B5       melody   1.00
67     1.25     0.75   C3       chord    0.38
67     1.75     1.50   B4       melody   0.77
67     1.75     0.75   F#2      bass     0.89
67     2.00     1.00   B4       melody   0.33
67     2.00     0.25   E3       chord    0.50
67     2.00     0.25   F#2      bass     1.00
67     2.25     1.00   D5       melody   1.00
67     2.25     1.00   C4       chord    1.00
67     2.25     0.75   G#3      chord    0.75
67     2.25     0.75   D#3      chord    0.47
67     3.00     1.00   F#4      melody   0.73
67     3.50     0.75   G4       melody   0.38
67     3.50     0.75   F#4      melody   0.58
67     3.50     1.50   E3       chord    0.65
67     3.50     1.00   G2       bass     1.00
67     4.25     1.50   D5       melody   0.47
67     4.25     0.25   A4       melody   1.00
67     4.50     1.00   B5       melody   0.42
67     4.50     0.50   F#2      bass     1.00

68     1.00     0.25   A#4      chord    1.00
68     1.25     0.25   D5       melody   0.49
68     1.25     1.50   G3       chord    0.61
68     1.25     1.50   F#3      bass     1.00
68     1.25     0.25   E3       chord    0.31
68     1.25     2.00   D3       chord    0.53
68     1.50     1.00   E3       chord    0.52
68     1.50     2.00   G2       bass     1.00
68     2.00     3.00   D4       chord    0.36
68     2.50     0.75   D3       chord    0.39
68     2.50     1.00   G2       bass     1.00
68     2.75     2.00   D5       melody   0.87
68     3.00     0.50   A5       melody   0.92
68     3.00     2.00   D5       melody   1.00
68     3.00     0.25   D3       chord    0.46
68     3.00     0.50   G2       bass     1.00
68     4.00     1.00   D5       melody   1.00
68     4.00     1.00   A#4      chord    0.34
68     4.00     1.00   D3       chord    0.68
68     4.00     1.00   A#2      bass     1.00
68     4.25     0.50   D5       melody   0.36
68     4.25     0.50   A4       melody   0.44
68     4.25     0.50   G3       chord    0.84
68     4.25     0.50   D3       chord    0.56
68     4.25     0.50   A#2      bass     1.00

69     1.00     1.50   D5       melody   0.34
69     1.00     4.00   A#3      chord    0.72
69     1.00     1.50   D3       chord    0.83
69     1.25     0.25   A1       bass     0.68
69     1.50     0.75   D5       melody   0.55
69     1.50     0.75   D4       chord    0.97
69     1.50     4.00   A#3      chord    0.60
69     1.50     4.00   A3       chord    0.71
69     2.25     0.75   F4       chord    0.51
69     3.00     1.50   D5       melody   0.51
69     3.00     1.50   E4       melody   1.00
69     3.00     3.00   D4       chord    0.88
69     3.00     3.00   A#3      chord    0.57
69     3.00     4.00   A3       chord    0.92
69     4.50     2.00   A4       melody   0.39
69     4.50     1.00   G4       melody   1.00
69     4.50     1.00   F3       chord    0.62
69     4.50     1.00   A#2      bass     1.00

70     1.75     1.00   A#4      melody   1.00
70     1.75     1.00   C#4      chord    0.67
70     1.75     1.00   A3       chord    0.64
70     1.75     2.00   F#3      chord    0.89
70     2.75     0.50   C#5      melody   0.57
70     2.75     0.25   D4       chord    0.55 (tie)
70     3.00     0.50   B1       bass     0.34
70     3.25     0.25   F#4      melody   1.00
70     3.25     2.00   D3       chord    0.56
70     3.50     4.00   D5       melody   0.96
70     3.50     1.50   A4       melody   1.00
70     3.50     0.50   A2       bass     0.31
70     3.75     4.00   D5       melody   1.00
70     3.75     1.00   A4       melody   0.89
70     3.75     1.50   G3       chord    0.72
70     3.75     1.50   D3       chord    0.48
70     4.00     0.75   B4       chord    0.57
70     4.75     0.50   B5       melody   0.66

71     1.00     4.00   A4       melody   1.00
71     1.00     0.50   D4       chord    0.82
71     1.00     0.25   F2       bass     0.93
71     1.25     1.50   A#4      chord    0.31
71     1.25     2.00   A#2      bass     1.00
71     1.50     3.00   D5       melody   0.47
71     1.50     4.00   F3       chord    0.58
71     1.50     4.00   D3       chord    0.50
71     3.00     3.00   D4       chord    1.00
71     3.00     2.00   F2       bass     1.00
71     3.25     2.00   D5       melody   0.65
71     3.25     2.00   D3       chord    0.69
71     3.25     2.00   F2       bass     0.96
71     3.75     4.00   A3       chord    1.00 (tie)
71     3.75     1.50   D3       chord    0.74

72     1.00     0.25   D#6      melody   0.72
72     1.00     0.25   F#5      melody   1.00
72     1.00     0.25   C2       bass     1.00
72     1.25     1.00   F2       bass     1.00
72     1.50     0.75   D5       melody   0.94
72     1.50     4.00   B3       chord    0.34
72     1.50     2.00   E3       chord    0.47
72     1.50     4.00   D3       chord    0.57
72     1.75     0.50   D5       melody   1.00
72     1.75     4.00   A3       chord    0.55
72     1.75     2.00   F3       chord    0.63
72     1.75     4.00   D3       chord    0.57
72     2.25     4.00   B3       chord    0.77
72     2.25     4.00   D3       chord    0.48
72     3.50     4.00   D4       chord    0.65
72     3.75     4.00   B3       chord    0.96
72     3.75     4.00   A3       chord    0.59
72     3.75     4.00   D3       chord    0.71
72     4.75     4.00   B4       chord    0.76
72     4.75     4.00   D4       chord    0.79
72     4.75     4.00   A3       chord    0.80
72     4.75     4.00   F3       chord    0.88
